grid_id,density,district,lon,lat
86879,22,新北市板橋區,121.44247270270286,25.000717414414613
86880,23,新北市板橋區,121.44247270270287,25.001618315315515
86881,21,新北市板橋區,121.44247270270287,25.00251921621642
86882,21,新北市板橋區,121.44247270270287,25.00342011711732
86883,19,新北市板橋區,121.44247270270287,25.004321018018224
86884,19,新北市板橋區,121.44247270270289,25.00522191891913
86885,12,新北市板橋區,121.44247270270287,25.00612281982003
86886,12,新北市板橋區,121.44247270270289,25.007023720720923
86887,13,新北市板橋區,121.44247270270287,25.007924621621832
86888,12,新北市板橋區,121.44247270270289,25.008825522522734
86889,9,新北市板橋區,121.44247270270291,25.009726423423636
86890,8,新北市板橋區,121.44247270270289,25.01062732432454
86891,8,新北市板橋區,121.44247270270289,25.011528225225433
86892,7,新北市板橋區,121.44247270270289,25.012429126126346
86893,6,新北市板橋區,121.44247270270287,25.01333002702724
86894,6,新北市板橋區,121.44247270270289,25.01423092792815
86895,2,新北市板橋區,121.44247270270287,25.01513182882904
86896,2,新北市板橋區,121.44247270270289,25.016032729729947
86898,3,新北市板橋區,121.44247270270287,25.01783453153175
86899,5,新北市板橋區,121.44247270270289,25.018735432432656
86900,5,新北市新莊區,121.44247270270287,25.019636333333555
86901,7,新北市新莊區,121.44247270270287,25.02053723423445
86902,7,新北市新莊區,121.44247270270287,25.021438135135362
86903,11,新北市新莊區,121.44247270270289,25.022339036036257
86904,10,新北市新莊區,121.44247270270287,25.023239936937163
86905,15,新北市新莊區,121.44247270270289,25.02414083783806
86906,14,新北市新莊區,121.44247270270289,25.025041738738974
86907,18,新北市新莊區,121.44247270270289,25.02594263963987
86908,17,新北市新莊區,121.44247270270291,25.026843540540774
86909,20,新北市新莊區,121.44247270270289,25.027744441441673
86910,23,新北市新莊區,121.44247270270289,25.028645342342575
86911,59,新北市新莊區,121.44247270270289,25.02954624324348
86912,74,新北市新莊區,121.44247270270286,25.030447144144386
86913,92,新北市新莊區,121.44247270270289,25.031348045045284
86914,88,新北市新莊區,121.44247270270289,25.032248945946183
86915,90,新北市新莊區,121.44247270270289,25.03314984684709
86916,97,新北市新莊區,121.44247270270287,25.034050747747983
86917,96,新北市新莊區,121.4424727027029,25.034951648648892
