no,area,name,address,latitude,longitude
5068,鶯歌區,南靖活動中心2F-男廁,新北市鶯歌區南靖里文化路395號,24.950213,121.352861
5069,新店區,中央市民活動中心2樓-女廁,新北市新店區中央里中央五街60號2F,24.975446,121.527603
5070,中和區,環狀線中和站1F-男廁,新北市中和區連和里中山路2段271號,25.002227,121.49651
5071,板橋區,環狀線新埔民生站2F-無障礙廁所,新北市板橋區聯翠里民生路3段70號,25.026039,121.466928
5072,新莊區,台北捷運環狀線(頭前庄站)1F站內-男廁,新北市新莊區思源里思源路20號,25.039866,121.460507
5073,三重區,肯德基正義北路店1F-混合廁所,新北市三重區中央里正義北路139號,25.066692,121.496663
5074,金山區,金山獅頭山-女廁,新北市金山區磺港里獅頭山公園內,25.228855,121.650506
5075,八里區,全家便利商店八里中華店-混合廁所,新北市八里區舊城里中華路二段468號,25.146057,121.400604
5076,淡水區,新興里辦公室-混合廁所,新北市淡水區新興里新春街138號,25.18161605,121.4415445
5077,金山區,新北市金山區豐漁市民活動中心-男廁,新北市金山區豐漁里民生路190號,25.22275671,121.6466407
5078,新莊區,興化公園-多功能廁所,新北市新莊區福興里五工三路興化國小旁,25.06491971,121.4610329
5079,新店區,新和活動中心5F-男廁,新北市新店區新和里新和街109號,24.9870159,121.5217999
5080,泰山區,新北市泰山區貴子兒童公園南側-無障礙廁所-2,新北市泰山區貴子里明志路3段74巷底,25.0416845,121.4236836
5081,三峽區,安坑社區活動中心-女廁,新北市三峽區安坑里安坑路10-1號,24.923031,121.439031
5082,樹林區,新北市立圖書館樹林分館-4F無障礙廁所,新北市樹林區保安里樹新路40之7號,24.994899,121.42743
5083,淡水區,淡水捷運站(站後公園)-無障礙廁所,新北市淡水區草東里中正路1號,25.17593,121.426773
5084,土城區,新北市立土城醫院B1餐飲區-女廁,新北市土城區埤塘里金城路二段6號,24.976437,121.44873
5085,土城區,新北市立土城醫院2F睡眠中心旁-女廁,新北市土城區埤塘里金城路二段6號,24.976437,121.44873
5086,土城區,新北市立土城醫院3F健檢中心旁-男廁,新北市土城區埤塘里金城路二段6號,24.976437,121.44873
5087,深坑區,台灣中油坤業加油站-女廁,新北市深坑區萬順里北深路三段7號,25.000423,121.6106
5088,板橋區,環狀線新埔民生站2F-女廁,新北市板橋區聯翠里民生路3段70號,25.026039,121.466928
5089,新莊區,台北捷運環狀線(頭前庄站)3F站內-多功能廁所,新北市新莊區思源里思源路20號,25.039866,121.460507
5090,新莊區,台北捷運環狀線(頭前庄站)1F站內-女廁,新北市新莊區思源里思源路20號,25.039866,121.460507
5091,新店區,環狀線大坪林站-親子廁所,新北市新店區寶安里北新路3段190號,24.983585,121.541467
5092,中和區,環狀線景安站3F-男廁,新北市中和區吉興里景平路486號,24.990494,121.503957
5093,林口區,林口區衛生所-無障礙廁所,新北市林口區南勢里忠孝二路55號,25.069842,121.364058
5094,土城區,新北市立土城醫院B1餐飲區-無障礙廁所,新北市土城區埤塘里金城路二段6號,24.976437,121.44873
5095,土城區,新北市立土城醫院3F健檢中心旁-女廁,新北市土城區埤塘里金城路二段6號,24.976437,121.44873
5096,淡水區,輕軌淡水漁人碼頭站-男廁,新北市淡水區沙崙里中正路2段51巷,25.181675,121.418235
5097,三重區,信安里里辦公室-混合廁所,新北市三重區信安里正義北路364巷7號,25.071075,121.493415
5098,石碇區,永安1F(一)-性別友善廁所,新北市石碇區永安里無,24.934234,121.646163
5099,三峽區,鳶山里銀髮俱樂部-無障礙廁所,新北市三峽區鳶山里大勇路36巷2號,24.93725603,121.3667976
5100,三峽區,鳶山里銀髮俱樂部-混合廁所,新北市三峽區鳶山里大勇路36巷2號,24.93723262,121.3667956
5101,鶯歌區,三湖宮B1-男廁,新北市鶯歌區東湖里三界公坑3號,24.970613,121.352859
5102,板橋區,懷石公園-男廁,新北市板橋區懷翠里環河西路四段699巷與田單北街交叉口,25.03064886,121.4814332
5103,汐止區,中油汐止加油站-無障礙廁所,新北市汐止區樟樹里大同路一段353號,25.06004,121.639541
5104,萬里區,獅子公園-女廁,新北市萬里區萬里里臺二線與基隆市界,25.17483,121.706283
5105,金山區,金山獅頭山-男廁,新北市金山區磺港里獅頭山公園內,25.228855,121.650506
5106,八里區,全家便利商店八里廖添丁店-混合廁所,新北市八里區荖阡里中華路三段17號,25.143351,121.396919
5107,板橋區,四維公園活動中心-多功能廁所,新北市板橋區新翠里陽明街166號,25.025883,121.462594
5108,淡水區,民權里辦公室-混合廁所,新北市淡水區民權里民族路112巷32號,25.13508551,121.4603253
5109,八里區,挖子尾自然保留區-無障礙廁所,新北市八里區埤頭里無,25.163304,121.41648
5110,雙溪區,共和市民活動中心1F-男廁,新北市雙溪區共和里中山路41巷6號,25.03214059,121.8662795
5111,新店區,小城活動中心-男廁,新北市新店區小城里僑信路19號,24.95182829,121.4997093
5112,新店區,小城活動中心-女廁,新北市新店區小城里僑信路19號,24.95185285,121.4997629
5113,新店區,新店復興宮-混合廁所,新北市新店區復興里溪園路43巷5-5號,24.98742203,121.5296046
5114,三重區,三重同仁宮-混合廁所,新北市三重區二重里大有街1-14號,25.06535971,121.4766251
5115,三重區,福星里里辦公室-混合廁所,新北市三重區福星里和平街31號,25.06247476,121.50092
5116,板橋區,玫瑰公園(近綠堤街)-多功能廁所,新北市板橋區德翠里中正路372巷,25.02551,121.45499
