"識別碼","資料集名稱","資料集網址","資料集提供機關名稱","更新頻率","主題分類","數發部資料集服務分類","提供格式","資料集語系","資料說明"
"95E1A6E3-E6E9-4711-8411-1321CC637C0E","新北市31層以上房屋構造標準單價表(112年7月1日以後適用)","https://data.ntpc.gov.tw/datasets/95e1a6e3-e6e9-4711-8411-1321cc637c0e","新北市政府財政局/新北市政府稅捐稽徵處/房屋稅科/房屋稅科第一股","不更新","財稅","公共資訊","JSON、CSV、XML","中文","單位：元(新台幣)/平方公尺；備註：1.本表以每3層為一級距，31層至60層每3層每平方公尺加價440元，61層至90層每3層每平方公尺加價350元，91層以上每3層每平方公尺加價310元。 2. 全棟房屋係以該房屋之構造、總樓層數及用途，各層適用同一標準單價。例如：構造為鋼骨鋼筋混凝土造，總樓層數為43層，用途為住宅(第3類)之房屋，其1-43層適用之標準單價皆為21,010元。"
"DB113460-DFA9-4A89-8061-96A507782B50","新北市30層以下房屋構造標準單價表(112年7月1日起適用)","https://data.ntpc.gov.tw/datasets/db113460-dfa9-4a89-8061-96a507782b50","新北市政府財政局/新北市政府稅捐稽徵處/房屋稅科/房屋稅科第一股","不更新","財稅","公共資訊","JSON、CSV、XML","中文","單位：元(新台幣)／平方公尺；備註：全棟房屋係以該房屋之構造、總樓層數及用途，各層適用同一標準單價。例如：構造為鋼筋混凝土造，總樓層數為5層，用途為住宅(第3類)之房屋，其1-5層適用之標準單價皆為5,540元。"
"65833AF6-B36A-4CDD-9B89-B9AB31E96D26","新北市土地筆數面積公告土地現值","https://data.ntpc.gov.tw/datasets/65833af6-b36a-4cdd-9b89-b9ab31e96d26","新北市政府地政局/地價科","每年","地政","購屋及遷徙","JSON、CSV、XML","中文","按行政區、都市土地、非都市土地、公私有，分筆數、面積、公告土地現值總額，因本統計表已定期公開於本局官網，以提供網址方式公開資料供下載參考 
主要欄位說明: f1(統計日期)、f2(網址)
"
"D8C26128-E269-4045-82F6-7B31FBEC2E45","歷年不動產實價登錄資訊-買賣案件-102年","https://data.ntpc.gov.tw/datasets/d8c26128-e269-4045-82f6-7b31fbec2e45","新北市政府地政局/地價科","不更新","地政","購屋及遷徙","JSON、CSV、XML","中文","不動產賣賣案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。"
"662F54A2-53A5-4406-B684-348AC9154511","歷年不動產實價登錄資訊-買賣案件-101年","https://data.ntpc.gov.tw/datasets/662f54a2-53a5-4406-b684-348ac9154511","新北市政府地政局/地價科","不更新","地政","購屋及遷徙","JSON、CSV、XML","中文","不動產賣賣案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。"
"7C047A07-AE8D-4D1E-B834-8C12756F66EB","歷年不動產實價登錄資訊-買賣案件-103年","https://data.ntpc.gov.tw/datasets/7c047a07-ae8d-4d1e-b834-8c12756f66eb","新北市政府地政局/地價科","不更新","地政","購屋及遷徙","JSON、CSV、XML","中文","不動產賣賣案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。"
"EA6FC722-F7A1-4866-8E72-1C6CB6083068","歷年不動產實價登錄資訊-買賣案件-106年","https://data.ntpc.gov.tw/datasets/ea6fc722-f7a1-4866-8e72-1c6cb6083068","新北市政府地政局/地價科","不更新","地政","購屋及遷徙","JSON、CSV、XML","中文","不動產賣賣案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。"
"55B11A71-50BC-454F-94EC-31BD5353F2EB","歷年不動產實價登錄資訊-買賣案件-107年","https://data.ntpc.gov.tw/datasets/55b11a71-50bc-454f-94ec-31bd5353f2eb","新北市政府地政局/地價科","不更新","地政","購屋及遷徙","JSON、CSV、XML","中文","不動產賣賣案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。"
"4AE85CF8-60E6-42C5-A6BF-2C902CCA6655","歷年不動產實價登錄資訊-買賣案件-104年","https://data.ntpc.gov.tw/datasets/4ae85cf8-60e6-42c5-a6bf-2c902cca6655","新北市政府地政局/地價科","不更新","地政","購屋及遷徙","JSON、CSV、XML","中文","不動產賣賣案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。"
"68FDFC2E-A9A9-4A0C-87A7-625975EE0F62","歷年不動產實價登錄資訊-買賣案件-105年","https://data.ntpc.gov.tw/datasets/68fdfc2e-a9a9-4a0c-87a7-625975ee0f62","新北市政府地政局/地價科","不更新","地政","購屋及遷徙","JSON、CSV、XML","中文","不動產賣賣案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。"
"A256CE54-C830-4AB0-84F4-62E8BEAD0802","歷年不動產實價登錄資訊-買賣案件-108年","https://data.ntpc.gov.tw/datasets/a256ce54-c830-4ab0-84f4-62e8bead0802","新北市政府地政局/地價科","不更新","地政","購屋及遷徙","JSON、CSV、XML","中文","不動產賣賣案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。"
"1B91115E-2BBD-41D9-945C-F54EE5537668","歷年不動產實價登錄資訊-買賣案件-110年","https://data.ntpc.gov.tw/datasets/1b91115e-2bbd-41d9-945c-f54ee5537668","新北市政府地政局/地價科","不更新","地政","購屋及遷徙","JSON、CSV、XML","中文","不動產賣賣案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。"
"738908D5-A992-469E-BD78-C13D395C75D3","歷年不動產實價登錄資訊-買賣案件-111年","https://data.ntpc.gov.tw/datasets/738908d5-a992-469e-bd78-c13d395c75d3","新北市政府地政局/地價科","不更新","地政","購屋及遷徙","JSON、CSV、XML","中文","不動產賣賣案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。"
"4F5EEBB5-287D-47BD-8104-C9FA3655F21A","歷年不動產實價登錄資訊-買賣案件-109年","https://data.ntpc.gov.tw/datasets/4f5eebb5-287d-47bd-8104-c9fa3655f21a","新北市政府地政局/地價科","不更新","地政","購屋及遷徙","JSON、CSV、XML","中文","不動產賣賣案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。"
"7AACE50E-155C-4244-B86F-C4BD6DC92AEB","糖尿病個案轉診免掛號費合約眼科院所名單","https://data.ntpc.gov.tw/datasets/7aace50e-155c-4244-b86f-c4bd6dc92aeb","新北市政府衛生局/健康管理科/健康維護股","每年","醫療","就醫","JSON、CSV、XML、KML","中文","糖尿病個案憑轉診單可享當次免掛號費"
"A9098780-7871-4A48-BAF8-9484E0A690B0","銀髮健身俱樂部","https://data.ntpc.gov.tw/datasets/a9098780-7871-4a48-baf8-9484e0a690b0","新北市政府衛生局/健康管理科/健康維護股","每年","社福","老年安養","JSON、CSV、XML","中文","新北市銀髮健身俱樂部據點"
"A8AE21B6-519B-4BFA-9006-6311EC8C4583","新北市整合式健康篩檢服務","https://data.ntpc.gov.tw/datasets/a8ae21b6-519b-4bfa-9006-6311ec8c4583","新北市政府衛生局/健康管理科/健康維護股","每年","醫療","就醫","JSON、CSV、XML","中文","新北市整合式健康篩檢服務。"
"5E5BD1B4-B5FD-406B-84C4-AE2D70D2BA71","新北市狹小巷道列管清冊","https://data.ntpc.gov.tw/datasets/5e5bd1b4-b5fd-406b-84c4-ae2d70d2ba71","新北市政府消防局/災害搶救科","每年","消防","生活安全及品質","JSON、CSV、XML","中文","提供本列管清冊供民眾查詢"
"5E59C7BD-ADA8-40A7-AD7E-A5E43B7025CB","新北市房屋構造別代號暨折舊率對照表(一)","https://data.ntpc.gov.tw/datasets/5e59c7bd-ada8-40a7-ad7e-a5e43b7025cb","新北市政府財政局/新北市政府稅捐稽徵處/房屋稅科/房屋稅科第一股","不更新","財稅","公共資訊","JSON、CSV、XML","中文","備註：瑞芳區、平溪區、雙溪區、貢寮區、金山區、萬里區、淡水區、三芝區、石門區、八里區，按照上列標準增加折舊率0.05%。例如加強磚造折舊率為1.2%，應增加為1.25%。"
"A8FB35E4-1D03-4A63-8E36-4D5FEAE00B83","新北市房屋構造別代號暨折舊率對照表(二)","https://data.ntpc.gov.tw/datasets/a8fb35e4-1d03-4a63-8e36-4d5feae00b83","新北市政府財政局/新北市政府稅捐稽徵處/房屋稅科/房屋稅科第一股","不更新","財稅","公共資訊","JSON、CSV、XML","中文","備註：瑞芳區、平溪區、雙溪區、貢寮區、金山區、萬里區、淡水區、三芝區、石門區、八里區，按照上列標準增加折舊率0.05%。例如鋼筋混凝土造折舊率為1.17%，應增加為1.22%。"
"E5159001-7485-4581-890F-318351A77317","新北市30層以下房屋構造標準單價(民國103年7月1日至民國109年6月30日適用)","https://data.ntpc.gov.tw/datasets/e5159001-7485-4581-890f-318351a77317","新北市政府財政局/新北市政府稅捐稽徵處/房屋稅科/房屋稅科第一股","不更新","財稅","公共資訊","JSON、CSV、XML","中文","民國103年7月1日至民國109年6月30日適用；單位元(新台幣)/平方公尺；備註：全棟房屋係以該房屋之構造、總樓層數及用途，各層適用同一標準單價。例如：構造為鋼筋混凝土造，總樓層數為5層，用途為住宅(第3類)之房屋，其1-5層適用之標準單價皆為5,040元(新台幣)。"
"235A8796-5B0F-4CDC-9058-EBC3A81D31B4","新北市30層以下房屋構造標準單價表(109年7月1日起至112年6月30日適用)","https://data.ntpc.gov.tw/datasets/235a8796-5b0f-4cdc-9058-ebc3a81d31b4","新北市政府財政局/新北市政府稅捐稽徵處/房屋稅科/房屋稅科第一股","不更新","財稅","公共資訊","JSON、CSV、XML","中文","單位：元(新台幣)／平方公尺；備註：全棟房屋係以該房屋之構造、總樓層數及用途，各層適用同一標準單價。例如：構造為鋼筋混凝土造，總樓層數為5層，用途為住宅(第3類)之房屋，其1-5層適用之標準單價皆為5,040元。"
"1350A154-18A7-4705-95DB-5FB07BD3F8E3","新北市31層以上房屋構造標準單價表(民國103年6月30日以前適用)","https://data.ntpc.gov.tw/datasets/1350a154-18a7-4705-95db-5fb07bd3f8e3","新北市政府財政局/新北市政府稅捐稽徵處/房屋稅科/房屋稅科第一股","不更新","財稅","公共資訊","JSON、CSV、XML","中文","民國103年6月30日前適用；單位：元(新台幣)/平方公尺；備註：本表以每3層為一級距，31層至60層每3層每平方公尺加價200元(新台幣)，61層至90層每3層每平方公尺加價160元(新台幣)，91層至105層每平方公尺加價140元(新台幣)。"
"982F2868-9CF4-470F-BDB2-8AE0CBEBD26A","新北市31層以上房屋構造標準單價表(103年7月1日至112年6月30日適用)","https://data.ntpc.gov.tw/datasets/982f2868-9cf4-470f-bdb2-8ae0cbebd26a","新北市政府財政局/新北市政府稅捐稽徵處/房屋稅科/房屋稅科第一股","不更新","財稅","公共資訊","JSON、CSV、XML","中文","單位：元(新台幣)/平方公尺；備註：本表以每3層為一級距，31層至60層每3層每平方公尺加價400元，61層至90層每3層每平方公尺加價320元，91層以上每3層每平方公尺加價280元。 "
"2FAB3160-3E4D-4A97-B067-271797493EA7","新北市無地上層之地下建築物標準單價表(民國103年6月30日前適用)","https://data.ntpc.gov.tw/datasets/2fab3160-3e4d-4a97-b067-271797493ea7","新北市政府財政局/新北市政府稅捐稽徵處/房屋稅科/房屋稅科第一股","不更新","財稅","公共資訊","JSON、CSV、XML","中文","民國103年6月30日前適用；單位：元(新台幣)／平方公尺"
"D87ECF57-8EA3-4171-A611-6CF458E54777","新北市無地上層之地下建築物標準單價表(民國103年7月1日至民國109年6月30日適用)","https://data.ntpc.gov.tw/datasets/d87ecf57-8ea3-4171-a611-6cf458e54777","新北市政府財政局/新北市政府稅捐稽徵處/房屋稅科/房屋稅科第一股","不更新","財稅","公共資訊","JSON、CSV、XML","中文","民國103年7月1日至民國109年6月30日適用；單位：元(新台幣)／平方公尺"
"BF3801F1-5E59-4A5C-BAEF-150E13CD0383","新北市無地上層之地下建築物標準單價表(109年7月1日起至112年6月30日適用)","https://data.ntpc.gov.tw/datasets/bf3801f1-5e59-4a5c-baef-150e13cd0383","新北市政府財政局/新北市政府稅捐稽徵處/房屋稅科/房屋稅科第一股","不更新","財稅","公共資訊","JSON、CSV、XML","中文","單位：元(新台幣)／平方公尺"
"175D4E8C-4314-42AF-842A-B61A8BA8996C","新北市各區房屋坐落地段等級表(民國106年7月1日至民國109年6月30日適用)","https://data.ntpc.gov.tw/datasets/175d4e8c-4314-42af-842a-b61a8ba8996c","新北市政府財政局/新北市政府稅捐稽徵處/房屋稅科/房屋稅科第一股","不更新","財稅","公共資訊","JSON、CSV、XML","中文","民國106年7月1日至民國109年6月30日適用"
"889F0F2D-CD23-4AF6-9E25-E480CF21A037","新北市各區房屋坐落地段等級表(109年7月1日起至112年6月30日適用)","https://data.ntpc.gov.tw/datasets/889f0f2d-cd23-4af6-9e25-e480cf21a037","新北市政府財政局/新北市政府稅捐稽徵處/房屋稅科/房屋稅科第一股","不更新","財稅","公共資訊","JSON、CSV、XML","中文","109年7月1日起至112年6月30日適用"
"D9869B79-3074-4412-96F5-5E7E4D5E6019","新北市30層以下房屋構造標準單價表(民國103年6月30日以前適用)","https://data.ntpc.gov.tw/datasets/d9869b79-3074-4412-96f5-5e7e4d5e6019","新北市政府財政局/新北市政府稅捐稽徵處/房屋稅科/房屋稅科第一股","不更新","財稅","公共資訊","JSON、CSV、XML","中文","民國103年6月30日前適用；單位：元(新台幣)/平方公尺"
"F532251F-4360-4635-88DB-AE3D76136420","都市更新條例及相關法令彙編","https://data.ntpc.gov.tw/datasets/f532251f-4360-4635-88db-ae3d76136420","新北市政府城鄉發展局/新北市政府都市更新處/更新事業科","每年","城鄉","公共資訊","JSON、CSV、XML","中文","提供都市更新條例及相關法令(中央法規、新北市相關規定、相關法規及重要函釋))"
"1E3E8411-A4F4-4066-9B80-DDDF99FF8EF5","新北市政府研究發展考核委員會年度預算資料","https://data.ntpc.gov.tw/datasets/1e3e8411-a4f4-4066-9b80-dddf99ff8ef5","新北市政府研究發展考核委員會/會計室","每年","資訊","公共資訊","JSON、CSV、XML","中文","114年研考會單位預算"
"47ACED4B-EA2D-42B0-AB70-8AE8ABE661B6","各區清潔隊聯絡資料","https://data.ntpc.gov.tw/datasets/47aced4b-ea2d-42b0-ab70-8ae8abe661b6","新北市政府環境保護局/環境庶務科/環境庶務科第一股","每年","環保","交通及通訊","JSON、CSV、XML、KML","中文","各區清潔隊地址及電話"
"4B34025E-286B-424F-B71A-74ADAD35CC47","新北市房屋坐落地段等級調整率評定表","https://data.ntpc.gov.tw/datasets/4b34025e-286b-424f-b71a-74adad35cc47","新北市政府財政局/新北市政府稅捐稽徵處/房屋稅科/房屋稅科第一股","不更新","財稅","公共資訊","JSON、CSV、XML","中文","說明： 一、本房屋坐落地段等級調整率評定表，自一百十二年七月一日起實施。 二、本市房屋依編釘門牌，按本房屋坐落地段等級調整率評定表及各區房屋坐落地段等級表（如附表）適用房屋坐落地段等級；如有門牌改編，在新北市不動產評價委員會未重行評定前，仍沿用原地段等級。 三、「臺北水源特定區、土石流區」內之房屋地段等級調降二級，其有特殊情形者，專案辦理。 四、公共工程施工期間圍籬路段沿線房屋之地段等級調整率降二級。 五、地上權房屋之地段等級調整率降二級。 六、新增街路未及列入「房屋坐落地段等級表」者，應參考相交或平行街路之調整率，參酌其商業繁榮、交通運輸等情形擬訂調整率。 七、除等級表另有規定者外，巷弄內房屋照房屋坐落地段等級調整率減一級。 八、本市房屋坐落地段率在100％（含）以上者，其巷、弄房屋減級後地段率不得低於100％；房屋坐落地段率在90％（含）以下者，其巷、弄房屋減級後地段率不得低於80％。但如有說明三、四之情形者，不在此限。 九、如同時具備說明三、四之調降情形者，僅得擇一適用。"
"22C8E2F1-2EA9-455A-BBFA-7BD064579B38","新北市房屋用途類別及用途細類別代號對照表","https://data.ntpc.gov.tw/datasets/22c8e2f1-2ea9-455a-bbfa-7bd064579b38","新北市政府財政局/新北市政府稅捐稽徵處/房屋稅科/房屋稅科第一股","不更新","財稅","公共資訊","JSON、CSV、XML","中文","備註：一、*「各種用途」代表所適用之「用途細類別代號」同用途類別第一~四類之各用途細類別代號。二、表內用途欄內未列之房屋，以其相近之用途歸類。"
"8EA9491D-FF84-4525-9264-86A2097CCA97","新北市危險水域","https://data.ntpc.gov.tw/datasets/8ea9491d-ff84-4525-9264-86a2097cca97","新北市政府消防局/災害搶救科","不更新","消防","生活安全及品質","JSON、CSV、XML","中文","新北市政府消防局提供您危險水域，提醒您出遊時要小心遠離危險提供的欄位包含了編號、行政區、危險水域地點"
"1B72ABE8-8862-4130-AEB8-178C1240E6C4","新北市路口監視器(113新版)","https://data.ntpc.gov.tw/datasets/1b72abe8-8862-4130-aeb8-178c1240e6c4","新北市政府警察局/犯罪預防科","每年","治安","交通及通訊","JSON、CSV、XML","中文","新北市政府路口監視器(113年新版)資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。"
"BFB0DFF1-B025-4592-9600-1C62EC8A4481","新北市政府性別主流化資料","https://data.ntpc.gov.tw/datasets/bfb0dff1-b025-4592-9600-1c62ec8a4481","新北市政府研究發展考核委員會/施政考核組","不更新","統計","公共資訊","JSON、CSV、XML","中文","本府各機關辦理性別影響評估作業計畫案件(111年度)"
"1D228EAB-23D4-41A6-BD33-F4014DD44660","新北市公立公墓納骨塔查詢","https://data.ntpc.gov.tw/datasets/1d228eab-23d4-41a6-bd33-f4014dd44660","新北市政府民政局/新北市立殯葬處/秘書室","每年","民政","生命禮儀","JSON、CSV、XML","中文","新北市公立公墓、納骨塔清冊"
"9FF32ED6-7864-4D07-B8FD-C84EE07A3485","新北市政府警察局公務人員-按學歷別","https://data.ntpc.gov.tw/datasets/9ff32ed6-7864-4d07-b8fd-c84ee07a3485","新北市政府警察局/人事室","每年","治安","公共資訊","JSON、CSV、XML","中文","新北市政府警察局公務人員-按學歷別。"
"286085B3-8C1B-448A-B459-187A30B4EFE2","新北市政府警察局公務人員-按職等別","https://data.ntpc.gov.tw/datasets/286085b3-8c1b-448a-b459-187a30b4efe2","新北市政府警察局/人事室","每年","治安","公共資訊","JSON、CSV、XML","中文","新北市政府警察局公務人員-按職等別。"
"D48FCF7A-2F5C-4219-AB66-E8744EDB26E5","新北市政府警察局-按性別及年齡別","https://data.ntpc.gov.tw/datasets/d48fcf7a-2f5c-4219-ab66-e8744edb26e5","新北市政府警察局/人事室","每年","治安","公共資訊","JSON、CSV、XML","中文","新北市政府警察局-按性別及年齡別。"
"FFC2F4F9-F214-4843-B3E2-3D9862382FE5","新北市政府警察局員工總人數","https://data.ntpc.gov.tw/datasets/ffc2f4f9-f214-4843-b3e2-3d9862382fe5","新北市政府警察局/人事室","每年","治安","公共資訊","JSON、CSV、XML","中文","新北市政府警察局員工總人數。"
"2EEF0227-F52B-4090-B1DA-42EEB59F91E5","新北市政府警察局業務職掌","https://data.ntpc.gov.tw/datasets/2eef0227-f52b-4090-b1da-42eeb59f91e5","新北市政府警察局/人事室","不更新","治安","公共資訊","JSON、CSV、XML","中文","新北市政府警察局業務職掌。"
"0296E3D9-2C99-4EB9-8040-7151DB149572","新北市政府警察局歷年組織編制暨警力員額統計","https://data.ntpc.gov.tw/datasets/0296e3d9-2c99-4eb9-8040-7151db149572","新北市政府警察局/人事室","每年","治安","公共資訊","JSON、CSV、XML","中文","提供新北市政府警察局由民國73年臺北縣警察局迄今員額編制。"
"56B0E972-6889-4ECC-AB1A-FBE3FF92C1BA","新北市政府府級任務編組情形統計表","https://data.ntpc.gov.tw/datasets/56b0e972-6889-4ecc-ab1a-fbe3ff92c1ba","新北市政府人事處/企劃科","每年","資訊","公共資訊","JSON、CSV、XML","中文","資料日期：114年"
"45F89422-0DF5-49E1-8FE8-B73CDB459922","新北市政府警察局-各年度決算書","https://data.ntpc.gov.tw/datasets/45f89422-0df5-49e1-8fe8-b73cdb459922","新北市政府警察局/會計室","每年","財稅","公共資訊","JSON、CSV、XML","中文","新北市政府警察局-各年度決算書。"
"6CF880CD-24C7-4926-A2F0-CA3471CE25CF","新北市政府一級機關分層負責明細表","https://data.ntpc.gov.tw/datasets/6cf880cd-24c7-4926-a2f0-ca3471ce25cf","新北市政府人事處/企劃科","每年","資訊","公共資訊","JSON、CSV、XML","中文","新北市政府一級機關分層負責明細表，主要欄位包含承辦機關（單位）、公務項目及內容、決行權責、會辦機關（單位）"
"BCC98B23-4182-462F-988C-8980111AA6E6","新北巿房屋稅徵績","https://data.ntpc.gov.tw/datasets/bcc98b23-4182-462f-988c-8980111aa6e6","新北市政府財政局/新北市政府稅捐稽徵處/會計室/會計室第二股","每年","財稅","公共資訊","JSON、CSV、XML","中文","以本巿轄區內附著於土地上之各種房屋及有關增加房屋價值之建築物戶數及稅額為統計對象"
"BD90FA3C-7641-4CA8-873A-16957423FA38","新北市非都市土地使用分區面積","https://data.ntpc.gov.tw/datasets/bd90fa3c-7641-4ca8-873a-16957423fa38","新北市政府城鄉發展局/綜合規劃科","每年","城鄉","公共資訊","JSON、CSV、XML","中文","提供新北市各土地使用分區之面積"
"BEEA56FC-D953-4761-8ECC-2764529DDC10","新北市非都市土地使用編定面積","https://data.ntpc.gov.tw/datasets/beea56fc-d953-4761-8ecc-2764529ddc10","新北市政府城鄉發展局/綜合規劃科","每年","城鄉","公共資訊","JSON、CSV、XML","中文","提供新北市各非都市土地使用編定之面積"
"C3867812-6188-4B0A-A487-03BB4D93238D","河濱公園位置","https://data.ntpc.gov.tw/datasets/c3867812-6188-4b0a-a487-03bb4d93238d","新北市政府水利局/新北市政府高灘地工程管理處/養護工程科","不更新","水利","休閒旅遊","JSON、CSV、XML","中文","新北市高灘地園區河濱公園分布位置"
"17168616-329B-4034-9290-2114A23AB80B","新北市政府圖片新聞","https://data.ntpc.gov.tw/datasets/17168616-329b-4034-9290-2114a23ab80b","新北市政府研究發展考核委員會/新北市政府資訊中心/網際服務科","每日","資訊","公共資訊","JSON、CSV、XML","中文","新北市政府每日更新的圖片新聞"
"A862C802-13C7-4A67-A759-E99A1EC5E553","新北市政府新聞稿_下載附件版","https://data.ntpc.gov.tw/datasets/a862c802-13c7-4a67-a759-e99a1ec5e553","新北市政府研究發展考核委員會/新北市政府資訊中心/網際服務科","每日","資訊","公共資訊","JSON、CSV、XML","中文","本項資料係配合市府官網改版作業所調整，用以取代平台上既有之「新北市政府市府資訊」資料項目，並增加附件下載功能，且移除了html語法，詳情請參考最新消息及說明檔案。"
"10A52726-1BD2-4721-81D0-BB25CE01EA37","新北市政府市政公告","https://data.ntpc.gov.tw/datasets/10a52726-1bd2-4721-81d0-bb25ce01ea37","新北市政府研究發展考核委員會/新北市政府資訊中心/網際服務科","每日","資訊","公共資訊","JSON、CSV、XML","中文","新北市政府每日更新的市政公告"
"0516BC87-2C1E-4C73-BB7B-78538024EEF4","新北市政府焦點新聞","https://data.ntpc.gov.tw/datasets/0516bc87-2c1e-4c73-bb7b-78538024eef4","新北市政府研究發展考核委員會/新北市政府資訊中心/網際服務科","每5分鐘","資訊","公共資訊","JSON、CSV、XML","中文","新北市政府每日更新的焦點新聞"
"7744C844-C534-40F8-AF9C-810DDAD5EAAA","新北市政府活動訊息_下載附件版","https://data.ntpc.gov.tw/datasets/7744c844-c534-40f8-af9c-810ddad5eaaa","新北市政府研究發展考核委員會/新北市政府資訊中心/網際服務科","每日","資訊","公共資訊","JSON、CSV、XML","中文","本項資料係配合市府官網改版作業所調整，用以取代平台上既有之「新北市政府活動訊息」資料項目，並增加附件下載，且不包含html語法，詳情請參考最新消息及說明檔案。"
"029E3FC2-1927-4534-8702-DA7323BE969B","新北市政府近期活動","https://data.ntpc.gov.tw/datasets/029e3fc2-1927-4534-8702-da7323be969b","新北市政府研究發展考核委員會/新北市政府資訊中心/網際服務科","每日","資訊","公共資訊","JSON、CSV、XML","中文","新北市政府每日更新的近期活動"
"AC110AF8-C847-43E5-B62C-7985E9E049F9","新北市郵遞區號前3碼","https://data.ntpc.gov.tw/datasets/ac110af8-c847-43e5-b62c-7985e9e049f9","新北市政府研究發展考核委員會/新北市政府資訊中心/網際服務科","每年","資訊","公共資訊","JSON、CSV、XML","中文","提供中華郵政網站下載轉區之新北市郵遞區號前3碼一覽表內容，如需「中文地址英譯」及「3+2郵遞區號」資料查詢，可至中華郵政全球資訊網查詢。"
"3EB076F8-8972-4E5E-A0A5-2451CDEB7854","近五年新北市市有財產產總目錄","https://data.ntpc.gov.tw/datasets/3eb076f8-8972-4e5e-a0a5-2451cdeb7854","新北市政府財政局/秘書室","每年","財稅","公共資訊","JSON、CSV、XML","中文","近五年新北市市有財產產總目錄(109年度-113年度)"
"39A6D085-5A4B-4BC4-BCD9-9E5B955799A9","新北市政府研究發展考核委員會年度決算資料","https://data.ntpc.gov.tw/datasets/39a6d085-5a4b-4bc4-bcd9-9e5b955799a9","新北市政府研究發展考核委員會/會計室","每年","資訊","公共資訊","JSON、CSV、XML","中文","113年研考會單位決算"
"EF526DD1-A39C-4186-8905-3AC4726051B5","河濱公園景觀廁所位置","https://data.ntpc.gov.tw/datasets/ef526dd1-a39c-4186-8905-3ac4726051b5","新北市政府水利局/新北市政府高灘地工程管理處/養護工程科","不更新","水利","休閒旅遊","JSON、CSV、XML","中文","新北市高灘地園區之景觀廁所分布"
"1016BB4C-E8EB-4113-A2BE-657FB51A1558","新北市公車路線說明及示意圖","https://data.ntpc.gov.tw/datasets/1016bb4c-e8eb-4113-a2be-657fb51a1558","新北市政府交通局/運輸管理科/運輸管理科第三股","每年","交通","交通及通訊","JSON、CSV、XML","中文","本資料集採不定時更新，如有路線異動時，將適時修正相關內容及示意圖。"
"1B0A5AF7-83CA-4726-91C2-1676EFE43C0B","新北市政府各年度施政計畫","https://data.ntpc.gov.tw/datasets/1b0a5af7-83ca-4726-91c2-1676efe43c0b","新北市政府研究發展考核委員會/綜合規劃組","每年","資訊","公共資訊","JSON、CSV、XML","中文","新北市政府各年度施政計畫(修改時間:每年4月)"
"DF11F880-D5B5-4E43-93E0-A48B15E7AF31","新北市政府施政情形書面報告","https://data.ntpc.gov.tw/datasets/df11f880-d5b5-4e43-93e0-a48b15e7af31","新北市政府研究發展考核委員會/綜合規劃組","每年","資訊","公共資訊","JSON、CSV、XML","中文","歷屆新北市議會定期會-新北市政府施政情形書面報告(修改時間:每年4月、9月)"
"3AA7AAAA-5B7E-4E39-ADBB-53346C1335DC","新北市政府各機關業務報告","https://data.ntpc.gov.tw/datasets/3aa7aaaa-5b7e-4e39-adbb-53346c1335dc","新北市政府研究發展考核委員會/綜合規劃組","每年","資訊","公共資訊","JSON、CSV、XML","中文","歷屆新北市議會定期會-新北市政府各機關業務報告(修改時間:每年4月、9月)"
"8662F163-3C74-47CE-91A8-F96557925231","新北市政府市政會議紀錄","https://data.ntpc.gov.tw/datasets/8662f163-3c74-47ce-91a8-f96557925231","新北市政府研究發展考核委員會/綜合規劃組","每年","資訊","公共資訊","JSON、CSV、XML","中文","新北市政府每週由市長主持召開市政會議歷次市政會議紀錄(統計期間:每月)"
"82F5075D-B94E-4F54-A0DB-1A439A88C93A","新北市樂活名攤","https://data.ntpc.gov.tw/datasets/82f5075d-b94e-4f54-a0db-1a439a88c93a","新北市政府經濟發展局/新北市政府市場處/秘書室","每年","經濟","休閒旅遊","JSON、CSV、XML","中文","有菜市場金馬獎之稱，由經濟部主辦「優良市集暨樂活名攤星級評核」新北市計有21座市場及203個攤位分別獲得優良市集及樂活名攤評核認證，總數436顆星為全國第一，不僅為全國最多，更刷新自我紀錄，未來這些優良典範將持續推廣至全市傳統市場。"
"C1C59837-F9DB-40FE-8676-B2FCF1F40986","經濟部優良市集認證名單","https://data.ntpc.gov.tw/datasets/c1c59837-f9db-40fe-8676-b2fcf1f40986","新北市政府經濟發展局/新北市政府市場處/秘書室","每年","經濟","休閒旅遊","JSON、CSV、XML","中文","經濟部優良市集認證"
