"識別碼","資料集名稱","資料集網址","資料集提供機關名稱","更新頻率","主題分類","數發部資料集服務分類","提供格式","資料集語系","資料說明"
"A676AF8E-D143-4D7A-95FE-99BB8DB5BCA0","新北市路邊收費停車場停車欠費查詢","https://data.ntpc.gov.tw/datasets/a676af8e-d143-4d7a-95fe-99bb8db5bca0","新北市政府交通局/停車營運科/停車營運科第三股","每日","交通","交通及通訊","JSON、CSV、XML","中文","提供新北市路邊收費停車場1年內停車欠費查詢。"
"AAA79697-4F87-4898-AF8B-E0F1BE038BCB","新北市112年公告土地現值","https://data.ntpc.gov.tw/datasets/aaa79697-4f87-4898-af8b-e0f1be038bcb","新北市政府地政局/地政資料科","不更新","地政","購屋及遷徙","JSON、CSV、XML","中文","為推動不動產買賣資訊透明化，建立便利親和的網路查詢平台，新北市政府地政局開放公告土地現值資料給予民眾，請多加利用下載。由於總資料超過10萬列，下載完之檔案請以記事本開啟，避免檔案遺失。"
"826870EF-4EA5-48BF-915B-E0A33158CF06"," 新北市114年公告土地現值","https://data.ntpc.gov.tw/datasets/826870ef-4ea5-48bf-915b-e0a33158cf06","新北市政府地政局/地政資料科","不更新","地政","購屋及遷徙","JSON、CSV、XML","中文","為推動不動產買賣資訊透明化，建立便利親和的網路查詢平台，新北市政府地政局開放公告土地現值資料給予民眾，請多加利用下載。由於總資料超過10萬列，下載完之檔案請以記事本開啟，避免檔案遺失。"
"F0DBA44B-5EB5-4F40-953E-6908E335FFC9","新北市115年公告土地現值及公告地價","https://data.ntpc.gov.tw/datasets/f0dba44b-5eb5-4f40-953e-6908e335ffc9","新北市政府地政局/地政資料科","不更新","地政","購屋及遷徙","JSON、CSV、XML","中文","為推動不動產買賣資訊透明化，建立便利親和的網路查詢平台，新北市政府地政局開放公告土地現值及公告地價資料，請多加利用下載。由於總資料超過100萬列，下載完之檔案請以記事本開啟，避免檔案遺失。"
"A8F022DB-7D46-4B1F-81B2-8B31441AD262","新北市113年公告土地現值及公告地價","https://data.ntpc.gov.tw/datasets/a8f022db-7d46-4b1f-81b2-8b31441ad262","新北市政府地政局/地政資料科","不更新","地政","購屋及遷徙","JSON、CSV、XML","中文","為推動不動產買賣資訊透明化，建立便利親和的網路查詢平台，新北市政府地政局開放公告土地現值資料給予民眾，請多加利用下載。由於總資料超過10萬列，下載完之檔案請以記事本開啟，避免檔案遺失。"
"1DE61C23-A217-4DFB-B46F-2760BEE6FE3F","新北市99年公告土地現值及公告地價","https://data.ntpc.gov.tw/datasets/1de61c23-a217-4dfb-b46f-2760bee6fe3f","新北市政府地政局/地政資料科","不更新","地政","購屋及遷徙","JSON、CSV、XML","中文","為推動不動產買賣資訊透明化，建立便利親和的網路查詢平台，新北市政府地政局開放公告土地現值資料給予民眾，可多多利用下載。公告土地現值資料量較大，請參考資料使用說明以及常見問答後再行取得資料。"
"EAC2D554-4B6A-4FC1-9653-4EC337227C13","新北市地政服務據點","https://data.ntpc.gov.tw/datasets/eac2d554-4b6a-4fc1-9653-4ec337227c13","新北市政府地政局/地政資料科","每年","地政","購屋及遷徙","JSON、CSV、XML","中文","本項資料提供新北市各地政服務據點地址、服務電話、緯度、經度及網址等資訊。"
"459B08AB-AEBB-49FD-9D1F-F50ECF8ACAD6","新店地政事務所新舊地號對照表","https://data.ntpc.gov.tw/datasets/459b08ab-aebb-49fd-9d1f-f50ecf8acad6","新北市政府地政局/地政資料科","不更新","地政","購屋及遷徙","JSON、CSV、XML","中文","本資料集為本市新店地政事務所轄區之土地新舊地號對照表(資料更新截至114年12月31日)"
"68B233FD-74DB-43B3-8ADB-A6D50607C6DE","板橋地政事務所新舊建號對照表","https://data.ntpc.gov.tw/datasets/68b233fd-74db-43b3-8adb-a6d50607c6de","新北市政府地政局/地政資料科","每年","地政","購屋及遷徙","JSON、CSV、XML","中文","本資料集為本市板橋地政事務所轄區之土地新舊建號對照表(資料更新截至114年12月31日)"
"95547EBD-F584-4EF4-8720-46D5FC89FC51","新店地政事務所新舊建號對照表","https://data.ntpc.gov.tw/datasets/95547ebd-f584-4ef4-8720-46d5fc89fc51","新北市政府地政局/地政資料科","每年","地政","公共資訊","JSON、CSV、XML","中文","本資料集為本市新店地政事務所轄區之土地新舊建號對照表(資料更新截至114年12月31日)"
"0AB16840-4104-4482-9A1E-5C4BEEF22699","新莊地政事務所新舊建號對照表","https://data.ntpc.gov.tw/datasets/0ab16840-4104-4482-9a1e-5c4beef22699","新北市政府地政局/地政資料科","每年","地政","購屋及遷徙","JSON、CSV、XML","中文","本資料集為本市新莊地政事務所轄區之土地新舊建號對照表(資料更新截至114年12月31日)"
"00C1324C-05B4-4497-BB32-4FCA669AD6E7","新莊地政事務所新舊地號對照表","https://data.ntpc.gov.tw/datasets/00c1324c-05b4-4497-bb32-4fca669ad6e7","新北市政府地政局/地政資料科","每年","地政","購屋及遷徙","JSON、CSV、XML","中文","本資料集為本市新莊地政事務所轄區之土地新舊地號對照表(資料更新截至114年12月31日)"
"3005F2B0-7552-4093-AE7D-1D8B68093AA3","汐止地政事務所新舊地號對照表","https://data.ntpc.gov.tw/datasets/3005f2b0-7552-4093-ae7d-1d8b68093aa3","新北市政府地政局/地政資料科","不更新","地政","購屋及遷徙","JSON、CSV、XML","中文","本資料集為本市汐止地政事務所轄區之土地新舊地號對照表(資料更新截至114年12月31日)"
"C3BC3018-8746-40F2-9047-C4DF3EEC8445","樹林地政事務所新舊建號對照表","https://data.ntpc.gov.tw/datasets/c3bc3018-8746-40f2-9047-c4df3eec8445","新北市政府地政局/地政資料科","每年","地政","購屋及遷徙","JSON、CSV、XML","中文","本資料集為本市樹林地政事務所轄區之土地新舊建號對照表(資料更新截至114年12月31日)"
"CFAE996C-BF75-4BC7-8411-894CD0428D22","淡水地政事務所新舊地號對照表","https://data.ntpc.gov.tw/datasets/cfae996c-bf75-4bc7-8411-894cd0428d22","新北市政府地政局/地政資料科","不更新","地政","公共資訊","JSON、CSV、XML","中文","本資料集為本市淡水地政事務所轄區之土地新舊地號對照表(資料更新截至114年12月31日)"
"C3B252BA-373D-4F9C-AEE4-6E305D6724AC","汐止地政事務所新舊建號對照表","https://data.ntpc.gov.tw/datasets/c3b252ba-373d-4f9c-aee4-6e305d6724ac","新北市政府地政局/地政資料科","每年","地政","公共資訊","JSON、CSV、XML","中文","本資料集為本市汐止地政事務所轄區之土地新舊建號對照表(資料更新截至114年12月31日)"
"1B57428E-0875-47C1-8E40-D7809BF6F0E4","瑞芳地政事務所新舊建號對照表","https://data.ntpc.gov.tw/datasets/1b57428e-0875-47c1-8e40-d7809bf6f0e4","新北市政府地政局/地政資料科","每年","地政","購屋及遷徙","JSON、CSV、XML","中文","本資料集為本市瑞芳地政事務所轄區之土地新舊建號對照表(資料更新截至114年12月31日)"
"E2CD8451-C654-43D4-9B27-8991CEBBE94A","瑞芳地政事務所新舊地號對照表","https://data.ntpc.gov.tw/datasets/e2cd8451-c654-43d4-9b27-8991cebbe94a","新北市政府地政局/地政資料科","每年","地政","公共資訊","JSON、CSV、XML","中文","本資料集為本市瑞芳地政事務所轄區之土地新舊地號對照表(資料更新截至114年12月31日)"
"977B0DB5-DD64-4C0C-A8A4-E0963F92245F","淡水地政事務所新舊建號對照表","https://data.ntpc.gov.tw/datasets/977b0db5-dd64-4c0c-a8a4-e0963f92245f","新北市政府地政局/地政資料科","每年","地政","公共資訊","JSON、CSV、XML","中文","本資料集為本市淡水地政事務所轄區之土地新舊建號對照表(資料更新截至114年12月31日)"
"7BC2410A-C43C-4CCD-80EE-913A4575201C","區段徵收成果統計表","https://data.ntpc.gov.tw/datasets/7bc2410a-c43c-4ccd-80ee-913a4575201c","新北市政府地政局/區段徵收科","每年","地政","購屋及遷徙","JSON、CSV、XML","中文","區段徵收成果統計表。"
"2998ECED-9493-4428-92DE-2128E045D23D","新北市泳池水質檢驗資料","https://data.ntpc.gov.tw/datasets/2998eced-9493-4428-92de-2128e045d23d","新北市政府衛生局/疾病管制科/愛滋及營業衛生股","每季","資訊","生活安全及品質","JSON、CSV、XML","中文","新北市轄區對外開放收費營業之游泳池水質檢驗資料"
"3043ADBB-F476-47A6-A280-C43C96F0BB9D","新北市溫泉水質檢驗資料","https://data.ntpc.gov.tw/datasets/3043adbb-f476-47a6-a280-c43c96f0bb9d","新北市政府衛生局/疾病管制科/愛滋及營業衛生股","每季","資訊","生活安全及品質","JSON、CSV、XML","中文","新北市轄區對外開放收費營業之溫泉水質檢驗資料"
"122086F7-3919-4AB3-B757-BCC6A929F47C","新北市法令解釋及諮詢成果半年報","https://data.ntpc.gov.tw/datasets/122086f7-3919-4ab3-b757-bcc6a929f47c","新北市政府法制局/秘書室","每年","資訊","公共資訊","JSON、CSV、XML","中文","新北市法令解釋及諮詢成果半年報。"
"1B16871F-AF8C-480D-BFB1-28BB2D876668","新北市公辦市地重劃成果","https://data.ntpc.gov.tw/datasets/1b16871f-af8c-480d-bfb1-28bb2d876668","新北市政府地政局/重劃科","每年","地政","購屋及遷徙","JSON、CSV、XML","中文","新北市公辦市地重劃成果統計，資料包含重劃區名稱、總面積、公設用地面積、重劃總負擔比率等資訊。"
"321940A7-4986-481D-9499-D499A19A0C70","新北市自辦市地重劃成果","https://data.ntpc.gov.tw/datasets/321940a7-4986-481d-9499-d499a19a0c70","新北市政府地政局/重劃科","每年","地政","購屋及遷徙","JSON、CSV、XML","中文","新北市自辦市地重劃成果統計，資料包含重劃區名稱、總面積、公設用地面積、重劃總負擔比率等資訊。"
"9060838F-A17C-4FCB-86D5-1CA39A6BBD4B","新北市調解委員會組織概況統計","https://data.ntpc.gov.tw/datasets/9060838f-a17c-4fcb-86d5-1ca39a6bbd4b","新北市政府法制局/秘書室","每年","統計","公共資訊","JSON、CSV、XML","中文","新北市調解委員會組織概況，了解性別，年齡，教育程度，行業，服務公職，委員年資分布狀況。"
"9987DC63-2C8D-4C75-903D-6EBD82D1792D","新北市土壤及地下水列管資訊(目前列管場址)","https://data.ntpc.gov.tw/datasets/9987dc63-2c8d-4c75-903d-6ebd82d1792d","新北市政府環境保護局/水質保護科/水質管理股","每季","環保","購屋及遷徙","JSON、CSV、XML","中文","新北市土壤及地下水列管場址列表。"
"198E688E-E6FE-49EB-8FB0-F29AAA4834A4","新北市土壤及地下水列管資訊(已解除列管場址)","https://data.ntpc.gov.tw/datasets/198e688e-e6fe-49eb-8fb0-f29aaa4834a4","新北市政府環境保護局/水質保護科/水質管理股","每季","環保","購屋及遷徙","JSON、CSV、XML","中文","新北市土壤及地下水列管場址列表，已解除列管場址。"
"3C32C459-2C26-46C4-BB83-98E6A5E2FA32","114新北市iMAP可供認養綠美化土地環境主題","https://data.ntpc.gov.tw/datasets/3c32c459-2c26-46c4-bb83-98e6a5e2fa32","新北市政府財政局/秘書室","每季","經濟","公共資訊","JSON、CSV、XML","中文","新北市iMAP可供認養綠美化土地環境主題"
"0FED7BAB-FE26-434C-8FD8-847AF73C384A","新北市客屬團體資訊","https://data.ntpc.gov.tw/datasets/0fed7bab-fe26-434c-8fd8-847af73c384a","新北市政府客家事務局/秘書室","每年","族群","公共資訊","JSON、CSV、XML","中文","新北市客屬團體資訊，包含團體名稱、理事長、聯絡方式等。"
"477266DD-E132-47AD-830C-C94C9551E175","近5年契稅綜合統計表","https://data.ntpc.gov.tw/datasets/477266dd-e132-47ad-830c-c94c9551e175","新北市政府財政局/新北市政府稅捐稽徵處/房屋稅科/房屋稅科第二股","每年","財稅","公共資訊","JSON、CSV、XML","中文","提供本市最近5年之契稅統計資料"
"07F7CCB3-ED00-43C4-966D-08E9DAB24E95","公車預估到站時間","https://data.ntpc.gov.tw/datasets/07f7ccb3-ed00-43c4-966d-08e9dab24e95","新北市政府交通局/運輸管理科/運輸管理科第三股","每2分鐘","交通","交通及通訊","JSON、CSV、XML","中文","有關公車業者、路線清單及站位資訊，可參考「新北市市轄公車業者營運基本資料」、「公車路線清單」及「公車站位資訊」資料集，有提供各資料欄位清單及代碼，方便識別。"
"DFD0DD0F-564B-461F-88FD-4493A87387B9","新北市珍貴樹木","https://data.ntpc.gov.tw/datasets/dfd0dd0f-564b-461f-88fd-4493a87387b9","新北市政府農業局/新北市政府綠美化環境景觀處/秘書室","每季","農業","公共資訊","JSON、CSV、XML","中文","老樹是我們自然界無形的資產，有人因為它年齡蒼老、幹圍大而稱它為神木、巨木或是老樹，但是，不管它的名字是什麼，在我們的心目中，每一棵老樹就好像是一座小小的森林，在這座森林中我們可以發現到有許多小客人的蹤跡，像是烏頭翁、獨角仙、赤腹松鼠、松葉蕨、風藤、白石斛等，都是常見的伴生動物、依附植物。而由由環境保護的觀點，老樹具有的公益功能，如：製造氧氣、淨化空氣、遮蔽陽光、調節氣溫、創造綠意、美化景觀等等，不勝枚舉。 "
"BA33A61C-72B9-4E80-956D-BEFF4B8C85CC","新北市各區液化石油氣零售業者清冊","https://data.ntpc.gov.tw/datasets/ba33a61c-72b9-4e80-956d-beff4b8c85cc","新北市政府經濟發展局/綠色產業科","每季","經濟","開創事業","JSON、CSV、XML","中文","本資料集主要提供新北市各區液化石油氣零售業者清冊。"
"F9759788-0D30-48D8-BD40-527DA5E03915","新北市各區家用桶裝瓦斯參考零售價格","https://data.ntpc.gov.tw/datasets/f9759788-0d30-48d8-bd40-527da5e03915","新北市政府經濟發展局/綠色產業科","每季","經濟","公共資訊","JSON、CSV、XML","中文","本資料集為新北市各區家用桶裝瓦斯參考零售價格。"
"0582983A-ADEB-4C4B-95E1-CBCA1E2C50EF","新北市境內捷運路線長度及車站數","https://data.ntpc.gov.tw/datasets/0582983a-adeb-4c4b-95e1-cbca1e2c50ef","新北市政府捷運工程局/技術發展科","每年","交通","交通及通訊","JSON、CSV、XML","中文","本計畫係由臺北都會區捷運路網已通車、興建中及規劃中之捷運路線所構成，建設完成後於本市境內建構而成之捷運路網。"
"0C4451E1-0B22-4FDA-BE6B-4CA626761FE6","三環六線規劃中路網說明","https://data.ntpc.gov.tw/datasets/0c4451e1-0b22-4fda-be6b-4ca626761fe6","新北市政府捷運工程局/技術發展科","每年","交通","交通及通訊","JSON、CSV、XML","中文","本計畫係由臺北都會區捷運路網已通車、興建中及規劃中之捷運路線所構成，建設完成後於本市境內建構而成之捷運路網。"
"425E5F43-9430-496F-9DE3-002659057140","三環六線之各線建設狀態","https://data.ntpc.gov.tw/datasets/425e5f43-9430-496f-9de3-002659057140","新北市政府捷運工程局/技術發展科","每年","交通","交通及通訊","JSON、CSV、XML","中文","本計畫係由臺北都會區捷運路網已通車、興建中及規劃中之捷運路線所構成，建設完成後於本市境內建構而成之捷運路網。"
"F21B1156-BD0F-4FB9-929B-C5FB5FD12C7D","捷運工程常見問題","https://data.ntpc.gov.tw/datasets/f21b1156-bd0f-4fb9-929b-c5fb5fd12c7d","新北市政府捷運工程局/技術發展科","每年","交通","交通及通訊","JSON、CSV、XML","中文","本計畫係由臺北都會區捷運路網已通車、興建中及規劃中之捷運路線所構成，建設完成後於本市境內建構而成之捷運路網。
"
"E45ACECE-F63F-4DBA-B174-018D22E0EDB7","三環六線興建中捷運路線進度及說明","https://data.ntpc.gov.tw/datasets/e45acece-f63f-4dba-b174-018d22e0edb7","新北市政府捷運工程局/技術發展科","每季","交通","交通及通訊","JSON、CSV、XML","中文","本計畫係由臺北都會區捷運路網已通車、興建中及規劃中之捷運路線所構成，建設完成後於本市境內建構而成之捷運路網。"
"D67EC90F-2045-4FA1-A41E-1ABC6ABA62DD","食品業者登錄數","https://data.ntpc.gov.tw/datasets/d67ec90f-2045-4fa1-a41e-1abc6aba62dd","新北市政府衛生局/食品藥物管理科/食品股","每季","醫療","生活安全及品質","JSON、CSV、XML","中文","食品業者登錄數。"
"71459B65-9583-43B3-8EED-6CE72F281621","新北市長者健檢加值服務項目","https://data.ntpc.gov.tw/datasets/71459b65-9583-43b3-8eed-6ce72f281621","新北市政府衛生局/健康管理科/健康維護股","每年","醫療","就醫","JSON、CSV、XML","中文","新北市轄區長者健檢加值服務項目"
"1ADAED3E-FBF2-41EC-BA65-BBA153E1AE9F","新北市長者健康檢查醫療院所","https://data.ntpc.gov.tw/datasets/1adaed3e-fbf2-41ec-ba65-bba153e1ae9f","新北市政府衛生局/健康管理科/健康維護股","不更新","醫療","就醫","JSON、CSV、XML、KML","中文","新北市轄區長者健康檢查醫療院所"
"0D697126-AEF5-44FA-A96A-53AF5A338A82","新北市婚後孕前健康檢查","https://data.ntpc.gov.tw/datasets/0d697126-aef5-44fa-a96a-53af5a338a82","新北市政府衛生局/健康管理科/健康管理科婦幼衛生股","每年","醫療","生育保健","JSON、CSV、XML","中文","新北市婚後孕前健康檢查相關資訊"
"68894F74-2242-4CFD-B6A7-516BCBBE7FA1","新北市婚後孕前健康檢查機構","https://data.ntpc.gov.tw/datasets/68894f74-2242-4cfd-b6a7-516bcbbe7fa1","新北市政府衛生局/健康管理科/健康管理科婦幼衛生股","每年","醫療","生育保健","JSON、CSV、XML、KML","中文","新北市婚後孕前健康檢查機構相關資訊"
"BC5E50FB-A6C3-4BF8-8AD0-8BA4344B61BA"," 114年下半年1999話務中心客服人員滿意度指標","https://data.ntpc.gov.tw/datasets/bc5e50fb-a6c3-4bf8-8ad0-8ba4344b61ba","新北市政府研究發展考核委員會/為民服務組","不更新","統計","公共資訊","JSON、CSV、XML","中文"," 1999話務中心客服人員滿意度指標(調查期間:114年7月1至12月31)"
"4B8A80BB-6922-4557-8750-83605BCFB179","新北市消費者保護官室處理案件統計表","https://data.ntpc.gov.tw/datasets/4b8a80bb-6922-4557-8750-83605bcfb179","新北市政府法制局/秘書室","每年","統計","公共資訊","JSON、CSV、XML","中文","新北市消費者保護官室針對交易事件處理案件統計表"
"BB4CEFBD-DBDD-44A6-8734-A90A9E925CDC","新北市消費爭議第1次申訴案件群組分析","https://data.ntpc.gov.tw/datasets/bb4cefbd-dbdd-44a6-8734-a90a9e925cdc","新北市政府法制局/秘書室","每年","統計","公共資訊","JSON、CSV、XML","中文","消費爭議第1次申訴案件群組分析，針對各個分類進行第1次申訴分別統計。"
"550CD8D7-BEC5-4166-AD4B-8402D5D9C778","新北市非都市土地使用分區筆數及面積","https://data.ntpc.gov.tw/datasets/550cd8d7-bec5-4166-ad4b-8402d5d9c778","新北市政府地政局/編定管制科","每年","地政","購屋及遷徙","JSON、CSV、XML","中文","114年下半年新北市非都市土地使用分區筆數及面積"
"79FCD815-C904-42BE-A9F3-A021954EFDDB","新北市徵解地政規費","https://data.ntpc.gov.tw/datasets/79fcd815-c904-42be-a9f3-a021954efddb","新北市政府地政局/地籍科","每年","地政","購屋及遷徙","JSON、CSV、XML","中文","凡在本市地政機關辦理各項地政業務依法所收之地政規費均為統計對象，按規費名稱(分土地法第65條登記費、土地法第76條登記費、書狀費、登記罰鍰、....)等分類。"
"920AFA88-7E6C-4623-B55B-4F2E4D5EA75B","新北市地政士開業及異動年報統計表","https://data.ntpc.gov.tw/datasets/920afa88-7e6c-4623-b55b-4f2e4d5ea75b","新北市政府地政局/地籍科","每年","地政","購屋及遷徙","JSON、CSV、XML","中文","新北市地政士開業及異動"
"246DF8B0-8E2D-4688-9DC3-CDFD38513D23","新北市國家賠償事件處理情形統計資料","https://data.ntpc.gov.tw/datasets/246df8b0-8e2d-4688-9dc3-cdfd38513d23","新北市政府法制局/秘書室","每年","統計","公共資訊","JSON、CSV、XML","中文","為將本府國家賠償案件處理結果統計之資料公開，以供民眾瞭解及運用。"
"34C2C062-9C2C-469F-A28D-E92A4032359C","新北市地方稅網路與臨櫃申報件數統計表","https://data.ntpc.gov.tw/datasets/34c2c062-9c2c-469f-a28d-e92a4032359c","新北市政府財政局/新北市政府稅捐稽徵處/資訊科/資訊科第一股","每年","財稅","公共資訊","JSON、CSV、XML","中文","提供新北市地方稅網路與臨櫃申報件數統計"
"8B9A3E77-0F45-4791-8D31-02F1C9269C9A","新北市多元繳稅方式件數統計表","https://data.ntpc.gov.tw/datasets/8b9a3e77-0f45-4791-8d31-02f1c9269c9a","新北市政府財政局/新北市政府稅捐稽徵處/資訊科/資訊科第一股","每年","財稅","公共資訊","JSON、CSV、XML","中文","提供新北市多元繳稅方式件數"
"1DC41AC6-E78C-469E-A361-61EDB8A75178","新北市政府身心障礙人員進用統計表","https://data.ntpc.gov.tw/datasets/1dc41ac6-e78c-469e-a361-61edb8a75178","新北市政府人事處/人力科","每年","資訊","公共資訊","JSON、CSV、XML","中文","統計日期：114年12月"
"DB43C96B-EE5D-45CB-8F79-49A4BC4967E3","新北市政府原住民族進用統計表","https://data.ntpc.gov.tw/datasets/db43c96b-ee5d-45cb-8f79-49a4bc4967e3","新北市政府人事處/人力科","每年","資訊","公共資訊","JSON、CSV、XML","中文","統計日期：114年12月"
"7F04A4C7-0242-4428-9914-0F1E19A10078","新北市政府「新手爸媽講座」辦理情形","https://data.ntpc.gov.tw/datasets/7f04a4c7-0242-4428-9914-0f1e19a10078","新北市政府人事處/給與科","不更新","資訊","生育保健","JSON、CSV、XML","中文","新北市政府「新手爸媽講座」辦理情形。"
"92BA1731-F868-404F-A038-6108A61A2F5D","消防榮譽榜─即時表揚","https://data.ntpc.gov.tw/datasets/92ba1731-f868-404f-a038-6108a61a2f5d","新北市政府消防局/督察室","每季","消防","公共資訊","JSON、CSV、XML","中文","本局全體員工及本市義勇消防人員，平時工作表現績效優良者，獲得表揚之名單。"
"2DD87554-2DA5-48E0-9571-CF5CA47FB1F8","新北市地政士業務檢查紀錄表","https://data.ntpc.gov.tw/datasets/2dd87554-2da5-48e0-9571-cf5ca47fb1f8","新北市政府地政局/地籍科","每季","地政","購屋及遷徙","JSON、CSV、XML","中文","本市開業地政士進行業務檢查紀錄資料"
"F6E7E341-222D-4DA4-BFB3-A5447E06F43C","新北市都市設計及土地使用開發許可審議會委員名單","https://data.ntpc.gov.tw/datasets/f6e7e341-222d-4da4-bfb3-a5447e06f43c","新北市政府城鄉發展局/都市設計科","每年","城鄉","公共資訊","JSON、CSV、XML","中文","新北市都市設計及土地使用開發許可審議會第10屆委員名單（任期：115年1月1日至115年12月31日）"
"09656BC5-EC9A-4107-865C-864BE24B3C69","新北巿使用牌照稅徵績","https://data.ntpc.gov.tw/datasets/09656bc5-ec9a-4107-865c-864be24b3c69","新北市政府財政局/新北市政府稅捐稽徵處/會計室/會計室第二股","每年","財稅","公共資訊","JSON、CSV、XML","中文","以本巿轄區內課徵使用牌照稅之各種交通工具為統計對象。"
"9F27CBCB-0CE5-4C4E-9088-5F8418468B71","新北市訴願案件統計資料","https://data.ntpc.gov.tw/datasets/9f27cbcb-0ce5-4c4e-9088-5f8418468b71","新北市政府法制局/秘書室","每年","統計","公共資訊","JSON、CSV、XML","中文","為將本府受理訴願案件訴願決定結果統計之資料公開，以供民眾瞭解及運用。
提供年度、上年度未結件數、新收辦件數、審結件數、訴願駁回數、訴願駁回百分比率、訴願不受理數、訴願不受理百分比率、訴願撤銷原處分數、訴願撤銷原處分百分比率、開會次數等資訊"
"EE47BF93-80B4-4F72-98BC-E636E6E23081","新北巿地價稅查定","https://data.ntpc.gov.tw/datasets/ee47bf93-80b4-4f72-98bc-e636e6e23081","新北市政府財政局/新北市政府稅捐稽徵處/會計室/會計室第二股","每年","財稅","公共資訊","JSON、CSV、XML","中文","本巿轄區內課徵地價稅之公有私有土地、加徵空地稅土地、免稅土地及各類減免稅地為統計對象。
"
"A4CFC560-C73F-4E54-AAE0-492C13F10DE1","新北市法律諮詢服務處所暨時段","https://data.ntpc.gov.tw/datasets/a4cfc560-c73f-4e54-aae0-492c13f10de1","新北市政府法制局/秘書室","每年","資訊","公共資訊","JSON、CSV、XML","中文","為解決市民法律疑惑，聘任95位經驗豐富且具熱忱的律師擔任本府法律扶助顧問，提供民眾免費法律諮詢。除於市府行政大樓外，更在本市各區公所設置法律諮詢處，分別提供全市民眾免費解答民眾法律疑惑。
提供地點、服務時段、聯絡電話、地址等資訊
"
"9A0E5BB4-7D98-4067-BE60-CB13B007E3D6","新北市建築物公安申報統計","https://data.ntpc.gov.tw/datasets/9a0e5bb4-7d98-4067-be60-cb13b007e3d6","新北市政府工務局/使用管理科","每季","工務","公共資訊","JSON、CSV、XML","中文","本資料提供新北市建築物公安申報件數統計表。"
"5C657E4E-26D5-49AF-9A60-BB9E2D6EC73F","新北市政府住宅諮詢審議委員會委員名單","https://data.ntpc.gov.tw/datasets/5c657e4e-26d5-49af-9a60-bb9e2d6ec73f","新北市政府城鄉發展局/住宅發展科","每年","城鄉","公共資訊","JSON、CSV、XML","中文","新北市政府住宅諮詢審議委員會第14屆委員名單"
"76CC13DF-C199-41D9-9067-F491FE7EDC14","新北市車輛行車事故鑑定分類統計","https://data.ntpc.gov.tw/datasets/76cc13df-c199-41d9-9067-f491fe7edc14","新北市政府交通局/新北市政府交通事件裁決處/肇事鑑定課","每季","交通","交通及通訊","JSON、CSV、XML","中文","一、本資料為新北市車輛行車事故鑑定案件依申請方式分類之統計。二、本項資料，每季更新1次。"
"80717594-E36F-4AA0-BCED-C5645885C480","新北市政府採購爭議案件分析","https://data.ntpc.gov.tw/datasets/80717594-e36f-4aa0-bced-c5645885c480","新北市政府法制局/秘書室","每年","統計","公共資訊","JSON、CSV、XML","中文","統計並分析本府採購申訴審議委員會每半年度受理採購爭議案件之辦理情形，使民眾了解，並達資訊公開之目的。
提供年度、爭議途徑類型、前期未結案件數、本期新受理案件數、本期處理終結案件數、本期未結案件數等資訊。
"
"C6E97920-D824-4046-AADC-E701FCE8A9B7","新北市115年上半年新措施一覽表","https://data.ntpc.gov.tw/datasets/c6e97920-d824-4046-aadc-e701fce8a9b7","新北市政府研究發展考核委員會/為民服務組","不更新","研考","公共資訊","JSON、CSV、XML","中文"," 新北市115年上半年新措施一覽表(114年12月18日發布)"
"E99A5476-6969-483B-8A7D-343639C1C521","新北市政府各機關編制員額一覽表","https://data.ntpc.gov.tw/datasets/e99a5476-6969-483b-8a7d-343639c1c521","新北市政府人事處/企劃科","每年","資訊","公共資訊","JSON、CSV、XML","中文","統計時間：115年1月1日。"
"5461792A-8FFC-4723-A0B6-560F750EEC3B","新北市戶外環境噴藥期程","https://data.ntpc.gov.tw/datasets/5461792a-8ffc-4723-a0b6-560f750eec3b","新北市政府環境保護局/環境衛生管理科/環衛一股","不更新","環保","公共資訊","JSON、CSV、XML","中文","新北市戶外環境噴藥各區期程若無登載者請洽各區清潔隊或至新北市政府環境保護局官網查詢"
"EFDB8DF6-BB97-4A30-8DCF-CC69228E153A","新北市藥癮維持治療醫院","https://data.ntpc.gov.tw/datasets/efdb8df6-bb97-4a30-8dcf-cc69228e153a","新北市政府衛生局/心理衛生科/成癮防治股","每年","醫療","就醫","JSON、CSV、XML、KML","中文","提供鴉片類(如海洛因)藥癮維持治療之新北市醫院、診所，主要以美沙冬及丁基原啡因作為治療藥物。"
"3A9D87F0-9490-4021-8FC9-5045ECDD8D22","新北市防空疏散避難設施數量及容量 ","https://data.ntpc.gov.tw/datasets/3a9d87f0-9490-4021-8fc9-5045ecdd8d22","新北市政府警察局/民防管制中心","不更新","統計","公共資訊","JSON、CSV、XML","中文","提供新北市防空疏散避難設施數量及容量相關資料"
"187D7926-DDE3-44F4-8C9D-848FF2E1D423","新北市都市更新處都市更新契約注意事項","https://data.ntpc.gov.tw/datasets/187d7926-dde3-44f4-8c9d-848ff2e1d423","新北市政府城鄉發展局/新北市政府都市更新處/更新事業科","不更新","城鄉","公共資訊","JSON、CSV、XML","中文","提供都市更新契約注意事項"
