,機動車輛新車領牌數－按縣市別及使用燃料分(107年1月起),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113年 9月,"110,958","16,641","11,542","86,013","13,289","7,103","3,113",409,498,"12,457","1,720","1,769",-,-,-,-,-,-,30,3,3,4,-,-,249,27,67,-,-,-,1,-,-,"8,614","1,131","1,997",248,28,75,229,34,30,"36,532","4,788","6,684","19,756","2,538","3,059","3,113",409,498,"4,289",619,955,-,-,-,-,-,-,30,3,3,4,-,-,249,27,67,-,-,-,1,-,-,"8,613","1,130","1,997",248,28,75,229,34,30,156,17,52,-,-,-,120,6,30,36,11,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,535,54,32,-,-,-,535,54,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"31,812","4,149","5,970","17,645","2,286","2,755",610,74,119,"4,250",606,933,-,-,-,-,-,-,30,3,3,3,-,-,249,27,67,-,-,-,1,-,-,"8,547","1,091","1,988",248,28,75,229,34,30,"3,640",480,561,"2,004",229,263,"1,603",244,290,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,5,8,-,-,-,-,-,-,389,88,69,107,23,41,245,31,27,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,36,34,1,-,-,-,-,-,-,"74,426","11,853","4,858","66,257","10,751","4,044",-,-,-,"8,168","1,101",814,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-
113年 10月,"97,211","14,418","10,121","74,913","11,503","6,065","2,660",338,461,"10,670","1,407","1,642",-,-,-,-,-,-,41,5,2,8,-,1,187,16,52,-,-,-,-,-,-,"8,422","1,117","1,818",152,11,64,158,21,16,"33,231","4,270","5,897","19,289","2,498","2,730","2,660",338,461,"2,314",264,753,-,-,-,-,-,-,41,5,2,8,-,1,187,16,52,-,-,-,-,-,-,"8,422","1,117","1,818",152,11,64,158,21,16,98,6,22,-,-,-,84,6,22,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,428,72,41,-,-,-,409,72,27,2,-,-,-,-,-,-,-,-,-,-,-,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,14,-,13,-,-,-,"28,905","3,751","5,311","17,166","2,265","2,485",526,57,138,"2,291",264,753,-,-,-,-,-,-,41,5,2,-,-,-,187,16,52,-,-,-,-,-,-,"8,398","1,112","1,814",138,11,51,158,21,16,"3,433",397,482,"2,048",220,234,"1,361",174,245,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,3,3,-,-,-,-,-,-,367,44,41,75,13,11,280,29,29,2,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,5,2,1,-,-,-,-,-,-,"63,980","10,148","4,224","55,624","9,005","3,335",-,-,-,"8,356","1,143",889,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113年 11月,"99,866","14,481","10,862","75,017","11,204","6,336","2,915",369,480,"11,170","1,565","1,551",-,-,-,-,-,-,51,4,10,4,-,2,196,15,79,-,-,-,1,-,-,"10,134","1,273","2,308",213,22,79,165,29,17,"39,179","4,997","6,788","22,063","2,788","3,144","2,915",369,480,"3,437",497,669,-,-,-,-,-,-,51,4,10,4,-,2,196,15,79,-,-,-,1,-,-,"10,134","1,273","2,308",213,22,79,165,29,17,164,70,34,-,-,-,94,30,34,70,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,486,57,39,-,-,-,482,57,37,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,"34,448","4,461","6,021","20,156","2,621","2,840",405,45,73,"3,189",454,659,-,-,-,-,-,-,51,4,10,2,-,2,196,15,79,-,-,-,1,-,-,"10,072","1,271","2,264",211,22,77,165,29,17,"3,653",352,635,"1,841",157,291,"1,575",190,293,176,3,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,2,43,-,-,-,-,-,-,428,57,59,66,10,13,359,47,43,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,"60,687","9,484","4,074","52,954","8,416","3,192",-,-,-,"7,733","1,068",882,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113年 12月,"106,474","15,773","12,444","82,186","12,406","6,686","3,971",536,891,"8,908","1,427","2,096",-,-,-,-,-,-,14,2,3,1,-,-,175,28,41,-,-,-,-,-,-,"10,694","1,323","2,572",343,28,133,182,23,22,"41,299","5,270","7,589","22,143","2,809","3,107","3,971",536,891,"3,776",521,820,-,-,-,-,-,-,14,2,3,1,-,-,175,28,41,-,-,-,-,-,-,"10,694","1,323","2,572",343,28,133,182,23,22,137,36,18,-,-,-,104,13,18,33,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,681,74,54,-,-,-,678,74,53,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,"36,275","4,607","6,651","20,424","2,609","2,894",796,111,181,"3,670",486,816,-,-,-,-,-,-,14,2,3,1,-,-,175,28,41,-,-,-,-,-,-,"10,672","1,321","2,562",342,28,132,181,22,22,"3,640",463,739,"1,654",181,205,"1,898",269,523,70,12,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,1,8,-,-,-,-,-,-,566,90,127,65,19,8,495,69,116,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,1,2,-,-,-,1,1,-,"65,175","10,503","4,855","60,043","9,597","3,579",-,-,-,"5,132",906,"1,276",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114年,"1,122,807","165,135","120,259","873,798","131,800","67,443","32,550","4,009","6,452","82,713","12,196","18,480",-,-,-,-,-,-,294,37,97,42,-,13,"2,587",302,824,-,-,-,4,1,-,"125,839","16,133","25,878","2,696",311,841,"2,284",346,231,"414,416","52,796","71,078","216,313","27,517","29,270","32,550","4,009","6,452","33,484","4,471","7,596",-,-,-,-,-,-,284,35,96,42,-,13,"2,587",302,824,-,-,-,4,1,-,"124,172","15,804","25,755","2,696",311,841,"2,284",346,231,"1,950",380,670,-,-,-,"1,050",149,258,900,231,412,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,519",620,368,-,-,-,"5,475",618,349,18,2,5,-,-,-,-,-,-,-,-,-,17,-,13,-,-,-,-,-,-,-,-,-,-,-,-,9,-,1,-,-,-,"363,653","46,848","62,212","192,270","24,932","25,819","7,377",977,"1,621","32,358","4,230","7,105",-,-,-,-,-,-,283,35,95,3,-,-,"2,587",302,824,-,-,-,4,1,-,"123,803","15,714","25,677","2,685",311,840,"2,283",346,231,"39,089","4,158","7,304","22,475","2,218","3,249","16,187","1,914","3,929",193,8,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,234,18,56,-,-,-,-,-,-,"4,205",790,524,"1,568",367,202,"2,461",351,295,15,-,4,-,-,-,-,-,-,1,-,1,22,-,-,-,-,-,-,-,-,-,-,-,135,72,22,2,-,-,1,-,-,"708,391","112,339","49,181","657,485","104,283","38,173",-,-,-,"49,229","7,725","10,884",-,-,-,-,-,-,10,2,1,-,-,-,-,-,-,-,-,-,-,-,-,"1,667",329,123,-,-,-,-,-,-
114年 1月,"78,495","11,573","8,839","62,012","9,316","5,342","1,751",182,342,"3,580",646,633,-,-,-,-,-,-,29,3,13,2,-,-,184,23,56,-,-,-,-,-,-,"10,427","1,340","2,312",374,41,129,136,22,12,"35,064","4,375","6,097","19,922","2,516","2,752","1,751",182,342,"2,239",248,481,-,-,-,-,-,-,29,3,13,2,-,-,184,23,56,-,-,-,-,-,-,"10,427","1,340","2,312",374,41,129,136,22,12,126,34,10,-,-,-,99,7,10,27,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,312,50,14,-,-,-,309,48,14,2,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"31,933","4,039","5,707","18,130","2,342","2,593",465,50,117,"2,207",219,481,-,-,-,-,-,-,29,3,13,1,-,-,184,23,56,-,-,-,-,-,-,"10,408","1,339","2,306",374,41,129,135,22,12,"2,577",239,349,"1,748",168,149,812,70,195,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,1,5,-,-,-,-,-,-,116,13,17,44,6,10,66,7,6,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,1,-,-,-,1,-,-,"43,431","7,198","2,742","42,090","6,800","2,590",-,-,-,"1,341",398,152,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114年 2月,"86,773","13,271","8,883","71,425","11,335","5,453","2,416",283,458,"4,598",654,991,-,-,-,-,-,-,15,2,3,-,-,-,68,7,26,-,-,-,-,-,-,"7,865",947,"1,866",244,26,72,142,17,14,"27,515","3,420","4,922","14,743","1,909","2,014","2,416",283,458,"2,022",229,469,-,-,-,-,-,-,15,2,3,-,-,-,68,7,26,-,-,-,-,-,-,"7,865",947,"1,866",244,26,72,142,17,14,88,19,19,-,-,-,76,12,19,12,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,361,44,19,-,-,-,360,44,19,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"24,108","3,052","4,430","12,925","1,717","1,809",865,115,180,"2,006",222,469,-,-,-,-,-,-,14,2,2,-,-,-,68,7,26,-,-,-,-,-,-,"7,844",946,"1,858",244,26,72,142,17,14,"2,828",289,430,"1,756",184,195,"1,053",104,229,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,1,6,-,-,-,-,-,-,130,16,24,62,8,10,62,8,11,1,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,4,-,2,-,-,-,-,-,-,"59,258","9,851","3,961","56,682","9,426","3,439",-,-,-,"2,576",425,522,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114年 3月,"95,623","14,097","10,633","74,842","11,415","5,813","3,138",349,728,"6,432",892,"1,602",-,-,-,-,-,-,24,3,8,-,-,-,253,28,80,-,-,-,-,-,-,"10,520","1,355","2,312",197,25,64,217,30,26,"37,280","4,734","6,610","20,157","2,602","2,751","3,138",349,728,"2,774",342,641,-,-,-,-,-,-,24,3,8,-,-,-,253,28,80,-,-,-,-,-,-,"10,520","1,355","2,312",197,25,64,217,30,26,118,11,43,-,-,-,76,11,10,42,-,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,501,66,31,-,-,-,501,66,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"32,293","4,233","5,658","17,741","2,371","2,438",640,80,132,"2,727",342,607,-,-,-,-,-,-,24,3,8,-,-,-,253,28,80,-,-,-,-,-,-,"10,494","1,354","2,303",197,25,64,217,30,26,"4,134",409,836,"2,302",226,300,"1,808",182,528,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,1,7,-,-,-,-,-,-,234,15,42,114,5,13,113,10,27,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,2,-,-,-,-,-,-,"58,343","9,363","4,023","54,685","8,813","3,062",-,-,-,"3,658",550,961,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114年 4月,"86,039","12,658","9,455","67,350","10,228","5,347","2,928",346,535,"5,223",664,"1,010",-,-,-,-,-,-,35,4,8,-,-,-,183,25,59,-,-,-,-,-,-,"9,921","1,336","2,396",276,36,91,123,19,9,"32,871","4,259","6,033","17,894","2,305","2,483","2,928",346,535,"1,513",189,452,-,-,-,-,-,-,33,3,8,-,-,-,183,25,59,-,-,-,-,-,-,"9,921","1,336","2,396",276,36,91,123,19,9,138,26,52,-,-,-,100,26,14,38,-,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,514,50,23,-,-,-,514,50,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"28,460","3,755","5,327","15,724","2,063","2,197",756,86,159,"1,470",189,413,-,-,-,-,-,-,33,3,8,-,-,-,183,25,59,-,-,-,-,-,-,"9,895","1,334","2,391",276,36,91,123,19,9,"3,414",376,597,"1,959",208,261,"1,430",167,331,5,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,1,4,-,-,-,-,-,-,345,52,34,211,34,25,128,17,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,1,1,-,-,-,-,-,-,"53,168","8,399","3,422","49,456","7,923","2,864",-,-,-,"3,710",475,558,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114年 5月,"87,652","12,436","9,660","68,212","10,030","5,362","3,033",384,544,"5,870",703,"1,268",-,-,-,-,-,-,24,8,3,-,-,-,169,17,69,-,-,-,-,-,-,"9,757","1,213","2,279",310,38,103,277,43,32,"31,910","3,978","6,102","16,800","2,080","2,605","3,033",384,544,"1,542",195,467,-,-,-,-,-,-,22,8,3,-,-,-,169,17,69,-,-,-,-,-,-,"9,757","1,213","2,279",310,38,103,277,43,32,135,5,64,-,-,-,90,5,20,45,-,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,580,61,30,-,-,-,580,61,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"27,392","3,490","5,361","14,705","1,900","2,315",688,77,147,"1,482",194,415,-,-,-,-,-,-,22,8,3,-,-,-,169,17,69,-,-,-,-,-,-,"9,739","1,213","2,277",310,38,103,277,43,32,"3,483",363,627,"1,950",161,285,"1,504",201,332,15,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,2,-,-,-,-,-,-,320,59,20,145,19,5,171,40,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,"55,742","8,458","3,558","51,412","7,950","2,757",-,-,-,"4,328",508,801,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114年 6月,"94,604","13,932","10,748","72,594","11,078","5,390","2,923",415,616,"7,900","1,027","2,374",-,-,-,-,-,-,33,6,9,1,-,-,250,31,79,-,-,-,2,1,-,"10,251","1,275","2,156",316,33,95,334,66,29,"34,319","4,421","6,130","17,325","2,231","2,371","2,923",415,616,"2,886",364,775,-,-,-,-,-,-,33,6,9,1,-,-,250,31,79,-,-,-,2,1,-,"10,249","1,274","2,156",316,33,95,334,66,29,111,18,53,-,-,-,74,18,16,37,-,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,510,65,50,-,-,-,506,65,50,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,"29,838","3,864","5,303","15,196","1,997","2,064",653,94,147,"2,835",364,735,-,-,-,-,-,-,33,6,9,-,-,-,250,31,79,-,-,-,2,1,-,"10,220","1,272","2,145",315,33,95,334,66,29,"3,472",384,658,"1,980",182,270,"1,461",200,379,10,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,2,6,-,-,-,-,-,-,388,90,66,149,52,37,229,38,24,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,8,-,5,-,-,-,-,-,-,"60,285","9,511","4,618","55,269","8,847","3,019",-,-,-,"5,014",663,"1,599",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-
114年 7月,"100,768","15,111","10,395","78,357","11,920","5,800","2,856",415,549,"7,718","1,221","1,759",-,-,-,-,-,-,50,8,25,3,-,-,185,24,56,-,-,-,-,-,-,"11,226","1,467","2,160",121,21,32,252,35,14,"35,480","4,580","5,779","18,229","2,268","2,401","2,856",415,549,"2,584",344,543,-,-,-,-,-,-,49,7,25,3,-,-,185,24,56,-,-,-,-,-,-,"11,201","1,466","2,159",121,21,32,252,35,14,128,21,37,-,-,-,64,9,19,64,12,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,491,39,45,-,-,-,488,39,44,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,"30,934","4,016","4,951","15,991","2,033","2,027",660,105,121,"2,501",330,522,-,-,-,-,-,-,49,7,25,-,-,-,185,24,56,-,-,-,-,-,-,"11,177","1,461","2,154",119,21,32,252,35,14,"3,606",427,726,"2,165",224,371,"1,407",198,349,17,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,3,5,-,-,-,-,-,-,321,77,20,73,11,3,237,64,16,1,-,1,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,7,2,-,-,-,-,-,-,-,"65,288","10,531","4,616","60,128","9,652","3,399",-,-,-,"5,134",877,"1,216",-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,25,1,1,-,-,-,-,-,-
114年 8月,"96,083","13,853","9,272","77,202","11,204","5,629","2,634",324,526,"7,233","1,162","1,363",-,-,-,-,-,-,22,2,11,2,-,-,273,35,85,-,-,-,1,-,-,"8,471","1,092","1,616",85,10,28,160,24,14,"29,457","3,766","4,968","14,809","1,800","2,075","2,634",324,526,"3,002",479,613,-,-,-,-,-,-,22,2,11,2,-,-,273,35,85,-,-,-,1,-,-,"8,469","1,092","1,616",85,10,28,160,24,14,140,32,48,-,-,-,92,8,30,48,24,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,486,42,32,-,-,-,486,42,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"25,209","3,233","4,188","12,917","1,587","1,763",393,50,94,"2,941",454,587,-,-,-,-,-,-,22,2,11,-,-,-,273,35,85,-,-,-,1,-,-,"8,419","1,071","1,606",83,10,28,160,24,14,"3,088",385,615,"1,697",186,269,"1,354",197,332,12,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,1,6,-,-,-,-,-,-,534,74,85,195,27,43,309,27,38,1,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,25,20,4,2,-,-,-,-,-,"66,626","10,087","4,304","62,393","9,404","3,554",-,-,-,"4,231",683,750,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-
114年 9月,"95,894","14,305","10,358","74,119","11,388","5,889","2,409",295,483,"9,502","1,335","2,049",-,-,-,-,-,-,13,-,3,21,-,13,255,32,64,-,-,-,-,-,-,"9,229","1,214","1,801",136,13,37,210,28,19,"32,225","4,138","5,534","16,511","2,138","2,332","2,409",295,483,"3,921",528,834,-,-,-,-,-,-,13,-,3,21,-,13,255,32,64,-,-,-,-,-,-,"8,749","1,104","1,749",136,13,37,210,28,19,170,34,66,-,-,-,117,16,38,53,18,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,404,34,39,-,-,-,385,34,26,4,-,-,-,-,-,-,-,-,-,-,-,15,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"28,257","3,662","4,764","14,648","1,946","1,986",450,52,124,"3,837",510,787,-,-,-,-,-,-,13,-,3,-,-,-,255,32,64,-,-,-,-,-,-,"8,708","1,081","1,744",136,13,37,210,28,19,"2,921",308,616,"1,653",143,319,"1,226",164,275,26,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,1,4,-,-,-,-,-,-,473,100,49,210,49,27,231,29,20,1,-,1,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,25,22,1,-,-,-,-,-,-,"63,669","10,167","4,824","57,608","9,250","3,557",-,-,-,"5,581",807,"1,215",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,480,110,52,-,-,-,-,-,-
114年 10月,"99,231","14,419","10,369","78,286","11,579","5,989","2,560",294,491,"5,978",936,"1,295",-,-,-,-,-,-,16,-,4,3,-,-,311,39,102,-,-,-,-,-,-,"11,701","1,514","2,408",185,26,53,191,31,27,"34,510","4,345","5,825","18,788","2,360","2,466","2,560",294,491,"1,392",192,315,-,-,-,-,-,-,15,-,4,3,-,-,311,39,102,-,-,-,-,-,-,"11,065","1,403","2,367",185,26,53,191,31,27,188,31,51,-,-,-,106,11,28,82,20,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,426,62,19,-,-,-,422,62,19,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"30,292","3,867","5,122","16,864","2,171","2,184",449,55,106,"1,260",171,284,-,-,-,-,-,-,15,-,4,1,-,-,311,39,102,-,-,-,-,-,-,"11,016","1,374","2,362",185,26,53,191,31,27,"3,176",323,572,"1,805",172,275,"1,304",145,288,45,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,5,3,-,-,-,-,-,-,428,62,61,119,17,7,279,21,50,2,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,27,24,2,-,-,-,-,-,-,"64,721","10,074","4,544","59,498","9,219","3,523",-,-,-,"4,586",744,980,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,636,111,41,-,-,-,-,-,-
114年 11月,"90,795","13,517","9,969","69,027","10,619","5,506","2,577",302,526,"6,276","1,016","1,505",-,-,-,-,-,-,17,-,5,7,-,-,233,22,73,-,-,-,1,-,-,"12,332","1,529","2,273",221,14,66,104,15,15,"36,484","4,683","5,957","19,113","2,534","2,487","2,577",302,526,"2,156",323,527,-,-,-,-,-,-,16,-,5,7,-,-,233,22,73,-,-,-,1,-,-,"12,056","1,473","2,258",221,14,66,104,15,15,241,79,78,-,-,-,53,6,14,188,73,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,399,53,34,-,-,-,394,53,32,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,1,-,-,-,"32,163","4,042","5,132","17,160","2,194","2,146",485,77,124,"1,926",248,454,-,-,-,-,-,-,16,-,5,-,-,-,233,22,73,-,-,-,1,-,-,"12,021","1,472","2,250",217,14,65,104,15,15,"3,121",325,658,"1,751",202,329,"1,309",120,317,39,2,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,1,4,-,-,-,-,-,-,560,184,55,202,138,12,336,46,39,2,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,13,-,4,-,-,-,-,-,-,"54,311","8,834","4,012","49,914","8,085","3,019",-,-,-,"4,120",693,978,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,276,56,15,-,-,-,-,-,-
114年 12月,"110,850","15,963","11,678","80,372","11,688","5,923","3,325",420,654,"12,403","1,940","2,631",-,-,-,-,-,-,16,1,5,3,-,-,223,19,75,-,-,-,-,-,-,"14,139","1,851","2,299",231,28,71,138,16,20,"47,301","6,097","7,121","22,022","2,774","2,533","3,325",420,654,"7,453","1,038","1,479",-,-,-,-,-,-,13,1,4,3,-,-,223,19,75,-,-,-,-,-,-,"13,893","1,801","2,285",231,28,71,138,16,20,367,70,149,-,-,-,103,20,40,264,50,109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,535,54,32,-,-,-,530,54,29,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,"42,774","5,595","6,269","20,269","2,611","2,297",873,136,170,"7,166",987,"1,351",-,-,-,-,-,-,13,1,4,1,-,-,223,19,75,-,-,-,-,-,-,"13,862","1,797","2,281",229,28,71,138,16,20,"3,269",330,620,"1,709",162,226,"1,519",166,374,19,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,1,4,-,-,-,-,-,-,356,48,51,44,1,10,300,44,41,1,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,9,3,-,-,-,-,-,-,-,"63,549","9,866","4,557","58,350","8,914","3,390",-,-,-,"4,950",902,"1,152",-,-,-,-,-,-,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,246,50,14,-,-,-,-,-,-
