hotel_name,min_price,biz_area,city
沃客汽車旅館,22999.0,承德路中古汽車商圈,Taipei
拉開門輕旅,700.0,承德路中古汽車商圈,Taipei
正是旅館,25000.0,大直商圈,Taipei
九昱晴美 ,10800.0,天母商圈,Taipei
皇家玫瑰旅館新生館,3000.0,士林觀光夜市商圈,Taipei
門埕青旅,12600.0,承德路中古汽車商圈,Taipei
漫步1948,20000.0,承德路中古汽車商圈,Taipei
台北國泰萬怡酒店 ,15000.0,士林捷運站周邊,Taipei
凱旋酒店,8800.0,天母商圈,Taipei
天閣酒店台北劍潭,10500.0,天母商圈,Taipei
台北中山九昱希爾頓逸林酒店,12000.0,承德路中古汽車商圈,Taipei
艾爾行旅,4800.0,士林觀光夜市商圈,Taipei
美侖商旅,16000.0,士林捷運站周邊,Taipei
雅璞文旅,12800.0,承德路中古汽車商圈,Taipei
109 Hostel Taipei 台北109青旅,3500.0,承德路中古汽車商圈,Taipei
幸福蘋果旅店,4000.0,承德路中古汽車商圈,Taipei
松河璞旅,2600.0,大直商圈,Taipei
金普頓大安酒店,16000.0,士林觀光夜市商圈,Taipei
碩城文旅,1280.0,承德路中古汽車商圈,Taipei
南港老爺行旅,4500.0,西湖商圈,Taipei
玩行旅 台北館,12880.0,士林觀光夜市商圈,Taipei
野趣旅舍 T.O.HOTEL,2680.0,承德路中古汽車商圈,Taipei
門草行旅,8800.0,承德路中古汽車商圈,Taipei
小角落旅店,600.0,天母商圈,Taipei
丹居青旅,1500.0,承德路中古汽車商圈,Taipei
甲山林湯旅JSL hotel,15000.0,士林捷運站周邊,Taipei
日光拾玖,16000.0,承德路中古汽車商圈,Taipei
洛碁三貝茲,3000.0,士林捷運站周邊,Taipei
城市商旅站前館,13200.0,承德路中古汽車商圈,Taipei
華達大飯店 ,2000.0,承德路中古汽車商圈,Taipei
豪城商旅民生館,3200.0,天母商圈,Taipei
天雲旅棧台北中山,7000.0,承德路中古汽車商圈,Taipei
MVSA 慕舍酒店,18800.0,士林捷運站周邊,Taipei
瀚寓酒店,16000.0,大直商圈,Taipei
台北大直英迪格酒店,5000.0,天母商圈,Taipei
配普特行旅,5000.0,承德路中古汽車商圈,Taipei
町記憶旅店3館,18800.0,承德路中古汽車商圈,Taipei
苓旅旅館中山館,3280.0,士林捷運站周邊,Taipei
和旅瓏旅館西門館,3150.0,承德路中古汽車商圈,Taipei
野趣光延旅館,1480.0,承德路中古汽車商圈,Taipei
藝築文旅開封館,4280.0,承德路中古汽車商圈,Taipei
日好青旅,3000.0,承德路中古汽車商圈,Taipei
盤古捷旅,4400.0,承德路中古汽車商圈,Taipei
天閣酒店台北士林,20000.0,天母商圈,Taipei
大昌旺商旅,1000.0,承德路中古汽車商圈,Taipei
美亞商旅,12000.0,承德路中古汽車商圈,Taipei
和苑三井花園飯店  台北忠孝,12500.0,士林觀光夜市商圈,Taipei
所在行旅,800.0,承德路中古汽車商圈,Taipei
旅家雅舍,8000.0,承德路中古汽車商圈,Taipei
路徒PLUS行旅-主題館,18880.0,承德路中古汽車商圈,Taipei
台北時代寓所,15800.0,承德路中古汽車商圈,Taipei
白色空間設計旅店,6800.0,承德路中古汽車商圈,Taipei
雀客旅館台北站前,10560.0,承德路中古汽車商圈,Taipei
玉璽精品飯店,4950.0,行義路溫泉美食商圈,Taipei
大湖璞旅,5000.0,西湖商圈,Taipei
瑞絲逸旅店,1580.0,承德路中古汽車商圈,Taipei
旅城驛鎮,10000.0,士林捷運站周邊,Taipei
柯達大飯店台北林森,1000.0,承德路中古汽車商圈,Taipei
森浩文旅-STEP INN,6800.0,大直商圈,Taipei
趣西門旅店,10000.0,承德路中古汽車商圈,Taipei
慶爾喜旅館,25000.0,承德路中古汽車商圈,Taipei
悅心旅,3800.0,承德路中古汽車商圈,Taipei
路徒PLUS行旅-站前館 ,33888.0,承德路中古汽車商圈,Taipei
米窩飯店-西門,20000.0,承德路中古汽車商圈,Taipei
藝築文旅台北站前館,28800.0,承德路中古汽車商圈,Taipei
格拉斯麗台北飯店,13000.0,士林觀光夜市商圈,Taipei
見潭璞旅,12000.0,石牌捷運商圈,Taipei
時尚居商旅,6000.0,士林捷運站周邊,Taipei
雅齊旅館,6800.0,承德路中古汽車商圈,Taipei
城市商旅德立莊二館,14000.0,承德路中古汽車商圈,Taipei
日野苑,8000.0,承德路中古汽車商圈,Taipei
寒居酒店 Humble Boutique Hotel,15000.0,士林捷運站周邊,Taipei
星西門行旅,10000.0,承德路中古汽車商圈,Taipei
陸號行旅萬年館,1880.0,承德路中古汽車商圈,Taipei
台北捷運-北投會館(捷之旅),5500.0,新北投溫泉商圈,Taipei
喜園旅館,25000.0,承德路中古汽車商圈,Taipei
安捷國際公寓酒店,9800.0,承德路中古汽車商圈,Taipei
城市商旅北門二館,9000.0,承德路中古汽車商圈,Taipei
西門希爾商旅,600.0,承德路中古汽車商圈,Taipei
米窩飯店-站前,8000.0,承德路中古汽車商圈,Taipei
雀客快捷台北永康,16500.0,承德路中古汽車商圈,Taipei
希爾商旅台北館,2000.0,士林捷運站周邊,Taipei
陸號行旅中華館,12880.0,承德路中古汽車商圈,Taipei
苓旅旅館萬年館,1280.0,承德路中古汽車商圈,Taipei
葛瑞絲商旅敦北館 ,4180.0,天母商圈,Taipei
珂曼旅館,12000.0,承德路中古汽車商圈,Taipei
台北棧,6000.0,承德路中古汽車商圈,Taipei
天母之星商務會館,6000.0,石牌捷運商圈,Taipei
慶爾喜旅館西門捷運館,18000.0,承德路中古汽車商圈,Taipei
陸號行旅西門館,12800.0,承德路中古汽車商圈,Taipei
立和商務旅館-漢口館,20000.0,承德路中古汽車商圈,Taipei
摩莎曼拉商務旅館-西門館,20000.0,承德路中古汽車商圈,Taipei
成都壹壹壹商旅,12880.0,承德路中古汽車商圈,Taipei
優美飯店,5250.0,士林捷運站周邊,Taipei
台灣西鐵國際旅館,11700.0,承德路中古汽車商圈,Taipei
西門雲町旅店,12000.0,承德路中古汽車商圈,Taipei
福華國際文教會館,32000.0,承德路中古汽車商圈,Taipei
聖雄商旅,6600.0,大直商圈,Taipei
柯達大飯店台北南京,9200.0,士林捷運站周邊,Taipei
晶城青年旅館,3600.0,承德路中古汽車商圈,Taipei
相鐵飯店台北西門,12000.0,承德路中古汽車商圈,Taipei
客憩旅宿,1000.0,承德路中古汽車商圈,Taipei
日光樂居,12000.0,承德路中古汽車商圈,Taipei
瀚寓夏天,8000.0,至聖花博商圈,Taipei
福泰桔子商務旅館西門漢中店,10800.0,承德路中古汽車商圈,Taipei
美好境界旅店,16000.0,承德路中古汽車商圈,Taipei
歐法行旅,12000.0,承德路中古汽車商圈,Taipei
豐宿創新壹旅,2500.0,承德路中古汽車商圈,Taipei
藝築文旅昆明館,45800.0,承德路中古汽車商圈,Taipei
日初青旅,1000.0,承德路中古汽車商圈,Taipei
金通商旅,2000.0,承德路中古汽車商圈,Taipei
美好行旅,800.0,承德路中古汽車商圈,Taipei
台北大安伊普索酒店,13000.0,士林觀光夜市商圈,Taipei
雀客旅館台北杭州,9800.0,承德路中古汽車商圈,Taipei
頭等艙飯店西門館,1200.0,承德路中古汽車商圈,Taipei
日光樂居成都館,2800.0,承德路中古汽車商圈,Taipei
大光瀛商旅,3280.0,承德路中古汽車商圈,Taipei
享住青旅,600.0,承德路中古汽車商圈,Taipei
北投晶泉丰旅,22000.0,新北投溫泉商圈,Taipei
貓尾口袋（西門館）,18000.0,承德路中古汽車商圈,Taipei
天雲旅棧台北開封,8000.0,承德路中古汽車商圈,Taipei
捷絲旅臺大尊賢館,12100.0,至聖花博商圈,Taipei
臺北嘉佩樂酒店 Capella Taipei,34650.0,士林捷運站周邊,Taipei
古奈堡精品旅館,2000.0,承德路中古汽車商圈,Taipei
美好行旅北車漢口館,350.0,承德路中古汽車商圈,Taipei
